condition: 1 = control,Cell index,KT pair No.,KT no.,Img no.,,Channel 1,,Frame,,Width,Pixel width,intensity centroid to disc center x,peak to disc center x,,,KK dist,,,Channel 2,,Width,Pixel width,intensity centroid to disc center x,peak to disc center x,,,KK dist
1,4,1,2,55,,1,,54,,0.199830239,0.414,0.031931362,0.021881193,,,2.301839311,,,2,,0.211902131,0.414,-0.003538364,-0.009394291,,,2.301839311
1,4,1,2,56,,1,,55,,0.192102438,0.414,0.030613008,0.026720051,,,2.300000046,,,2,,0.194233167,0.414,-0.002866384,-0.013524897,,,2.300000046
1,4,1,2,57,,1,,56,,0.197606383,0.368,0.017044963,0.017669199,,,2.208000044,,,2,,0.19005498,0.368,0.013067497,0.008938387,,,2.208000044
1,4,1,2,58,,1,,57,,0.183782119,0.368,0.025153082,0.027319346,,,2.116000042,,,2,,0.173035593,0.414,0.015563802,0.010693443,,,2.116000042
1,4,1,2,59,,1,,58,,0.185249059,0.368,0.008853271,0.009870705,,,2.02400004,,,2,,0.197170158,0.322,0.033141122,0.029098512,,,2.02400004
1,4,1,2,60,,1,,59,,0.208378121,0.414,-0.01087006,-0.0211365,,,1.940742165,,,2,,0.214345562,0.46,0.002068707,-0.016511878,,,1.940742165
1,4,1,2,61,,1,,60,,0.190898414,0.368,-0.001168257,-0.001114813,,,2.026089871,,,2,,0.183998797,0.322,0.03016959,0.023452037,,,2.026089871
1,4,2,1,2,,1,,1,,0.199620824,0.368,0.016832688,0.011109031,,,2.577642385,,,2,,0.20278766,0.414,-5.78E-05,0.002771854,,,2.577642385
1,4,2,1,3,,1,,2,,0.261256686,0.322,0.014852588,-0.033243159,,,2.577642385,,,2,,0.23939767,0.322,0.024467917,-0.015844662,,,2.577642385
1,4,2,1,4,,1,,3,,0.236218963,0.322,0.018251267,0.013022247,,,2.853483542,,,2,,0.154121044,0.184,0.060079891,0.051211895,,,2.853483542
1,4,2,1,5,,1,,4,,0.235896798,0.322,-0.005773138,0.006650055,,,2.773765727,,,2,,0.257070967,0.322,-0.024702241,-0.043380546,,,2.773765727
1,4,2,1,6,,1,,5,,0.257391767,0.414,0.000682514,-0.013640383,,,2.693259789,,,2,,0.306522603,0.414,0.027205068,-0.01964395,,,2.693259789
1,4,2,1,7,,1,,6,,0.268696416,0.46,0.034886214,0.069469828,,,2.329254004,,,2,,0.256191134,0.414,0.001346502,-0.015471633,,,2.329254004
1,4,2,1,8,,1,,7,,0.191608766,0.414,0.025710398,0.028845951,,,1.940742165,,,2,,0.201249932,0.322,0.036086623,0.027557052,,,1.940742165
1,4,2,1,9,,1,,8,,0.220124376,0.414,0.027092205,0.005127762,,,1.71870187,,,2,,0.231715478,0.322,0.008800823,0.006782043,,,1.71870187
1,4,2,1,10,,1,,9,,0.21127881,0.414,0.000397536,0.007793786,,,1.678842492,,,2,,0.190662482,0.322,0.029093188,0.027192898,,,1.678842492
1,4,2,1,11,,1,,10,,0.195369723,0.368,0.002995406,0.006594047,,,1.860584891,,,2,,0.175503626,0.322,0.020370918,0.019994993,,,1.860584891
1,4,2,1,12,,1,,11,,0.210261036,0.414,0.022255297,0.016793074,,,2.042731545,,,2,,0.216904269,0.322,0.024428991,0.021595536,,,2.042731545
1,4,2,1,13,,1,,12,,0.262892499,0.414,0.039870103,0.025597774,,,2.238456656,,,2,,0.267137577,0.368,0.025435965,0.008140837,,,2.238456656
1,4,2,1,14,,1,,13,,0.213772534,0.414,0.028750091,0.02648741,,,2.329254004,,,2,,0.209626423,0.322,0.019113556,0.014882386,,,2.329254004
1,4,2,1,15,,1,,14,,0.200751711,0.414,0.013537767,0.009218884,,,2.511111358,,,2,,0.190969987,0.368,0.010392571,0.00196454,,,2.511111358
1,4,2,1,16,,1,,15,,0.196764082,0.368,-0.007986344,-0.025960109,,,2.316500856,,,2,,0.182442124,0.322,0.0249635,0.020175544,,,2.316500856
1,4,2,1,17,,1,,16,,0.18876229,0.414,0.01281227,0.003982541,,,2.316500856,,,2,,0.175966384,0.322,-0.009273755,-0.008735749,,,2.316500856
1,4,2,1,18,,1,,17,,0.182858213,0.368,0.014288489,0.008916695,,,2.407870477,,,2,,0.174652019,0.322,0.033815749,0.027269619,,,2.407870477
1,4,2,1,19,,1,,18,,0.174541038,0.414,-0.000621252,-0.003061717,,,2.215653447,,,2,,0.165541544,0.322,0.03671808,0.033524018,,,2.215653447
1,4,2,1,20,,1,,19,,0.17450607,0.414,0.030163428,0.025388967,,,2.399066533,,,2,,0.193382407,0.368,0.001591107,-0.007477293,,,2.399066533
1,4,2,1,21,,1,,20,,0.201091282,0.46,-0.003895543,-0.020632548,,,2.577642385,,,2,,0.196051277,0.414,-0.002947321,-0.023457242,,,2.577642385
1,4,2,1,22,,1,,21,,0.199587735,0.46,0.000986936,-0.002737963,,,2.393768625,,,2,,0.192868903,0.368,0.008787119,0.002948081,,,2.393768625
1,4,2,1,23,,1,,22,,0.205432656,0.46,0.001542281,-0.005398434,,,2.032346468,,,2,,0.189220128,0.368,0.02573537,0.021450735,,,2.032346468
1,4,2,1,24,,1,,23,,0.192624742,0.46,0.001675747,0.001847117,,,1.951614755,,,2,,0.18771808,0.414,0.031710585,0.031839003,,,1.951614755
1,4,2,1,25,,1,,24,,0.213939836,0.46,0.01570334,0.004776485,,,1.966735405,,,2,,0.205977762,0.368,0.018553397,0.018181288,,,1.966735405
1,4,2,1,26,,1,,25,,0.196875679,0.414,0.034864507,0.033755419,,,2.165422866,,,2,,0.192808966,0.322,-0.014543842,-0.016677288,,,2.165422866
1,4,2,1,27,,1,,26,,0.173844595,0.368,0.040890905,0.041663755,,,2.345549023,,,2,,0.191856804,0.322,0.013910468,0.011910968,,,2.345549023
1,4,2,1,28,,1,,27,,0.180645776,0.368,0.010508781,0.00975038,,,2.255407769,,,2,,0.178921231,0.322,0.017988976,0.012773823,,,2.255407769
1,4,2,1,29,,1,,28,,0.195721661,0.368,-0.001741139,0.004702313,,,2.420142193,,,2,,0.180279584,0.322,-0.001049951,0.000300032,,,2.420142193
1,4,2,1,30,,1,,29,,0.168559098,0.322,0.001918762,0.000870866,,,2.602153007,,,2,,0.160320613,0.322,0.016689772,0.013133094,,,2.602153007
1,4,2,1,31,,1,,30,,0.172676766,0.368,0.020830942,0.020402876,,,2.48570317,,,2,,0.165134105,0.322,0.033803556,0.034144057,,,2.48570317
1,4,2,1,32,,1,,31,,0.185756073,0.414,0.007349082,0.007596897,,,2.490805542,,,2,,0.184210827,0.414,0.009145565,0.015796905,,,2.490805542
1,4,2,1,33,,1,,32,,0.20919879,0.506,0.008961737,0.006360838,,,2.407870477,,,2,,0.189948905,0.414,0.024839721,0.023125073,,,2.407870477
1,4,2,1,34,,1,,33,,0.195205212,0.46,0.020356098,0.027739797,,,2.407870477,,,2,,0.183612285,0.368,0.016407579,0.016329296,,,2.407870477
1,4,2,1,35,,1,,34,,0.196791882,0.414,0.006622535,0.006055945,,,2.307348308,,,2,,0.205883787,0.322,0.024000585,0.022750513,,,2.307348308
1,4,2,1,36,,1,,35,,0.204844979,0.414,0.015586501,0.000982436,,,2.215653447,,,2,,0.196105605,0.368,0.011404455,0.008350934,,,2.215653447
1,4,2,1,37,,1,,36,,0.172679834,0.368,0.006491602,0.002958253,,,2.301839311,,,2,,0.165774643,0.322,0.017508224,0.021660465,,,2.301839311
1,4,2,1,38,,1,,37,,0.171784105,0.368,0.003170958,-0.00011807,,,2.301839311,,,2,,0.182334109,0.322,0.025858975,0.021744144,,,2.301839311
1,4,2,1,39,,1,,38,,0.176488846,0.368,-0.007791652,-0.0118834,,,2.399066533,,,2,,0.171155342,0.368,-0.002922477,-0.002775101,,,2.399066533
1,4,2,1,40,,1,,39,,0.174777043,0.368,0.011693416,0.014693383,,,2.490805542,,,2,,0.174485756,0.322,0.027823117,0.027114886,,,2.490805542
1,4,2,1,41,,1,,40,,0.163585781,0.368,0.00990707,0.01034231,,,2.301839311,,,2,,0.165088052,0.276,0.015540459,0.013016164,,,2.301839311
1,4,2,1,42,,1,,41,,0.177785593,0.368,0.008972261,0.005537279,,,2.20991588,,,2,,0.178258825,0.368,0.023945247,0.023933832,,,2.20991588
1,4,2,1,43,,1,,42,,0.174022888,0.368,-0.001398218,-5.90E-05,,,2.215653447,,,2,,0.168162604,0.322,0.031657445,0.028064092,,,2.215653447
1,4,2,1,44,,1,,43,,0.173217127,0.368,0.024897946,0.02876519,,,2.117999098,,,2,,0.182299414,0.368,0.001982571,0.000310459,,,2.117999098
1,4,2,1,45,,1,,44,,0.179036086,0.368,0.053950902,0.056416896,,,2.116000042,,,2,,0.180587145,0.322,0.012531214,0.015597819,,,2.116000042
1,4,2,1,46,,1,,45,,0.182420913,0.414,0.014662576,0.021268377,,,2.026089871,,,2,,0.198207153,0.368,0.038013318,0.045795921,,,2.026089871
1,4,2,1,47,,1,,46,,0.185868249,0.322,0.026722832,0.020378123,,,2.208000044,,,2,,0.183116687,0.322,-0.023519426,-0.025437381,,,2.208000044
1,4,2,1,48,,1,,47,,0.17965853,0.368,-0.021820954,-0.02305355,,,2.20991588,,,2,,0.177500682,0.276,0.050658391,0.047051887,,,2.20991588
1,4,2,1,49,,1,,48,,0.189939273,0.46,0.037560725,0.036178486,,,2.301839311,,,2,,0.18512629,0.368,0.038760054,0.028976372,,,2.301839311
1,4,2,1,50,,1,,49,,0.228080068,0.506,0.038667561,0.042688847,,,2.393768625,,,2,,0.288827422,0.46,0.01313973,-0.00763366,,,2.393768625
1,4,2,1,51,,1,,50,,0.21592953,0.46,0.064659197,0.068557646,,,2.393768625,,,2,,0.218567299,0.46,-0.009902496,-0.019580284,,,2.393768625
1,4,2,1,52,,1,,51,,0.19674898,0.368,0.026419228,0.023679252,,,2.392000048,,,2,,0.200094221,0.322,0.033318279,0.033329748,,,2.392000048
1,4,2,1,53,,1,,52,,0.206623389,0.506,0.071029196,0.074242741,,,2.393768625,,,2,,0.225958558,0.368,0.021363411,0.024134111,,,2.393768625
1,4,2,1,54,,1,,53,,0.240414663,0.506,0.068298898,0.08427776,,,2.393768625,,,2,,0.216785567,0.322,0.036971205,0.055614077,,,2.393768625
1,4,2,1,55,,1,,54,,0.194800919,0.414,-0.004255925,-0.00722166,,,2.58256312,,,2,,0.182009828,0.322,0.007431471,0.004843809,,,2.58256312
1,4,2,1,56,,1,,55,,0.195603352,0.414,0.011975144,0.008748804,,,2.668000053,,,2,,0.200537706,0.368,0.012292187,0.012943741,,,2.668000053
1,4,2,1,57,,1,,56,,0.211650161,0.414,0.042654321,0.039513104,,,2.760000055,,,2,,0.210643108,0.368,0.005627824,0.00147184,,,2.760000055
1,4,2,1,58,,1,,57,,0.209739945,0.46,0.010924607,0.003540448,,,2.944000059,,,2,,0.20119,0.322,0.025541409,0.024510319,,,2.944000059
1,4,2,1,59,,1,,58,,0.185145694,0.414,0.015815532,0.014306913,,,3.036000061,,,2,,0.19132126,0.368,0.005745649,-0.002346904,,,3.036000061
1,4,2,1,60,,1,,59,,0.235707756,0.46,0.029688605,0.024421798,,,3.036000061,,,2,,0.230310351,0.368,0.012780136,0.008158031,,,3.036000061
1,4,2,1,61,,1,,60,,0.244391752,0.414,0.013996053,0.008130522,,,3.03739368,,,2,,0.254634992,0.368,0.051764555,0.050301028,,,3.03739368
1,4,2,2,2,,1,,1,,0.178274754,0.368,0.050179128,0.05023642,,,2.577642385,,,2,,0.176255752,0.368,0.012539132,0.012999541,,,2.577642385
1,4,2,2,3,,1,,2,,0.186174455,0.368,0.015589669,0.009165885,,,2.577642385,,,2,,0.175465821,0.368,0.013289772,0.006559786,,,2.577642385
1,4,2,2,4,,1,,3,,0.196605203,0.46,-0.024988348,-0.037555033,,,2.853483542,,,2,,0.20860682,0.368,0.017472428,0.008478079,,,2.853483542
1,4,2,2,5,,1,,4,,0.21039387,0.46,0.017428103,0.013480076,,,2.773765727,,,2,,0.199211664,0.368,-0.003285094,-0.008112962,,,2.773765727
1,4,2,2,6,,1,,5,,0.192801803,0.46,0.008748111,0.004974209,,,2.693259789,,,2,,0.190653182,0.322,0.02270352,0.018947851,,,2.693259789
1,4,2,2,7,,1,,6,,0.194023159,0.414,-0.000522851,-0.002469211,,,2.329254004,,,2,,0.181471579,0.368,0.005601644,0.007219637,,,2.329254004
1,4,2,2,8,,1,,7,,0.20012339,0.46,0.038954511,0.036561533,,,1.940742165,,,2,,0.198113558,0.368,0.016797574,0.010332977,,,1.940742165
1,4,2,2,9,,1,,8,,0.196738754,0.368,0.021014965,0.019029432,,,1.71870187,,,2,,0.178023955,0.368,0.01996598,0.016768127,,,1.71870187
1,4,2,2,10,,1,,9,,0.181953009,0.368,-0.00187687,-0.002046316,,,1.678842492,,,2,,0.177922333,0.368,0.011673346,0.010748703,,,1.678842492
1,4,2,2,11,,1,,10,,0.18275479,0.46,0.031740475,0.029033246,,,1.860584891,,,2,,0.182199327,0.368,0.005750499,-0.005064776,,,1.860584891
1,4,2,2,12,,1,,11,,0.171890463,0.414,0.004069403,-0.001191183,,,2.042731545,,,2,,0.175634642,0.368,0.034586566,0.041954022,,,2.042731545
1,4,2,2,13,,1,,12,,0.185881724,0.46,0.008143092,0.011186835,,,2.238456656,,,2,,0.179885566,0.414,0.016993161,0.010782119,,,2.238456656
1,4,2,2,14,,1,,13,,0.192138491,0.414,0.038219035,0.041098814,,,2.329254004,,,2,,0.194830867,0.414,0.020083984,0.018217087,,,2.329254004
1,4,2,2,15,,1,,14,,0.199266202,0.46,0.037494158,0.038942163,,,2.511111358,,,2,,0.197666741,0.368,0.018677106,0.022817605,,,2.511111358
1,4,2,2,16,,1,,15,,0.188718078,0.414,0.026717807,0.025759449,,,2.316500856,,,2,,0.194103205,0.414,0.027793674,0.023221276,,,2.316500856
1,4,2,2,17,,1,,16,,0.193275154,0.368,0.026736598,0.022243154,,,2.316500856,,,2,,0.188928835,0.322,0.013296868,0.010274706,,,2.316500856
1,4,2,2,18,,1,,17,,0.185754731,0.322,0.006329155,0.010179206,,,2.407870477,,,2,,0.185508772,0.322,0.01689458,0.015835106,,,2.407870477
1,4,2,2,19,,1,,18,,0.197803624,0.414,0.020570479,0.026692187,,,2.215653447,,,2,,0.218149389,0.368,0.015257097,0.014915223,,,2.215653447
1,4,2,2,20,,1,,19,,0.189790784,0.46,0.017532078,0.021651398,,,2.399066533,,,2,,0.180752792,0.322,0.01578032,0.016059456,,,2.399066533
1,4,2,2,21,,1,,20,,0.201407784,0.414,0.007292012,-0.006395663,,,2.577642385,,,2,,0.189755623,0.322,0.017352958,0.010452119,,,2.577642385
1,4,2,2,22,,1,,21,,0.211418158,0.414,0.015538217,0.012844273,,,2.393768625,,,2,,0.199170411,0.414,0.004039536,0.000394881,,,2.393768625
1,4,2,2,23,,1,,22,,0.194424358,0.46,0.026534726,0.030810589,,,2.032346468,,,2,,0.195184322,0.414,0.016043649,0.020584608,,,2.032346468
1,4,2,2,24,,1,,23,,0.188299645,0.414,0.023570326,0.02612723,,,1.951614755,,,2,,0.180083415,0.414,0.003311792,0.002238439,,,1.951614755
1,4,2,2,25,,1,,24,,0.178608092,0.414,0.018904432,0.018115279,,,1.966735405,,,2,,0.185322166,0.322,-0.003684392,-0.00285398,,,1.966735405
1,4,2,2,26,,1,,25,,0.200880804,0.414,0.02081553,0.014632016,,,2.165422866,,,2,,0.182962001,0.368,0.028448283,0.023361314,,,2.165422866
1,4,2,2,27,,1,,26,,0.184883983,0.414,0.039817892,0.037214172,,,2.345549023,,,2,,0.185131815,0.368,0.027740097,0.027502999,,,2.345549023
1,4,2,2,28,,1,,27,,0.180721638,0.368,-0.000880213,-0.001252248,,,2.255407769,,,2,,0.17964336,0.368,-0.005290366,-0.01181159,,,2.255407769
1,4,2,2,29,,1,,28,,0.194717963,0.368,0.006390017,0.001002065,,,2.420142193,,,2,,0.226429003,0.414,0.008773436,-0.000300174,,,2.420142193
1,4,2,2,30,,1,,29,,0.221539553,0.46,0.017507408,0.018058305,,,2.602153007,,,2,,0.210073833,0.368,0.02096315,0.015739969,,,2.602153007
1,4,2,2,31,,1,,30,,0.20458501,0.46,0.019044982,0.023524237,,,2.48570317,,,2,,0.202148315,0.414,0.009053085,0.010325981,,,2.48570317
1,4,2,2,32,,1,,31,,0.184166813,0.414,0.008496695,0.008074218,,,2.490805542,,,2,,0.193050469,0.368,0.018811895,0.022384577,,,2.490805542
1,4,2,2,33,,1,,32,,0.19791765,0.414,0.020923819,0.024974668,,,2.407870477,,,2,,0.187898789,0.368,0.027403829,0.026236492,,,2.407870477
1,4,2,2,34,,1,,33,,0.198553621,0.368,0.001465249,0.002376423,,,2.407870477,,,2,,0.190457416,0.368,0.013610143,0.011741881,,,2.407870477
1,4,2,2,35,,1,,34,,0.194450224,0.414,0.023037355,0.026954416,,,2.307348308,,,2,,0.206407706,0.368,0.020231569,0.018466344,,,2.307348308
1,4,2,2,36,,1,,35,,0.192485927,0.368,0.005846369,0.003661364,,,2.215653447,,,2,,0.185547606,0.322,0.024080423,0.023287686,,,2.215653447
1,4,2,2,37,,1,,36,,0.183181289,0.368,-0.023675707,-0.024885334,,,2.301839311,,,2,,0.188084637,0.368,-0.003214926,-0.009520022,,,2.301839311
1,4,2,2,38,,1,,37,,0.182385631,0.368,0.017474129,0.018072284,,,2.301839311,,,2,,0.185676222,0.322,0.021671031,0.019865301,,,2.301839311
1,4,2,2,39,,1,,38,,0.197106076,0.414,0.004942827,-0.000562004,,,2.399066533,,,2,,0.190127581,0.368,0.000699384,-7.53E-05,,,2.399066533
1,4,2,2,40,,1,,39,,0.181692786,0.414,0.012928592,0.014423456,,,2.490805542,,,2,,0.190607586,0.368,0.011463238,0.010706448,,,2.490805542
1,4,2,2,41,,1,,40,,0.187736659,0.414,0.01361502,0.014452148,,,2.301839311,,,2,,0.183412374,0.414,0.022109261,0.01814064,,,2.301839311
1,4,2,2,42,,1,,41,,0.169768357,0.368,0.006191861,0.006037581,,,2.20991588,,,2,,0.168233425,0.368,0.014272746,0.014096407,,,2.20991588
1,4,2,2,43,,1,,42,,0.170027833,0.368,0.008201693,0.004659967,,,2.215653447,,,2,,0.178661158,0.322,0.000539015,0.000661186,,,2.215653447
1,4,2,2,44,,1,,43,,0.159503548,0.368,0.024073665,0.022595964,,,2.117999098,,,2,,0.180176791,0.368,0.018451733,0.017573343,,,2.117999098
1,4,2,2,45,,1,,44,,0.171056578,0.368,0.005519719,0.001712077,,,2.116000042,,,2,,0.191609077,0.368,0.010280406,0.008299753,,,2.116000042
1,4,2,2,46,,1,,45,,0.180389612,0.368,0.010891357,0.011042105,,,2.026089871,,,2,,0.179979346,0.414,0.020819073,0.019154668,,,2.026089871
1,4,2,2,47,,1,,46,,0.174279322,0.414,0.023066772,0.021402111,,,2.208000044,,,2,,0.178968435,0.368,0.030554776,0.02551161,,,2.208000044
1,4,2,2,48,,1,,47,,0.177230791,0.368,0.005491422,0.005090499,,,2.20991588,,,2,,0.184559099,0.368,0.01426383,0.013557812,,,2.20991588
1,4,2,2,49,,1,,48,,0.178243307,0.414,0.031878764,0.029269614,,,2.301839311,,,2,,0.188448949,0.414,0.010597641,0.008625524,,,2.301839311
1,4,2,2,50,,1,,49,,0.178935663,0.46,0.018074673,0.02062282,,,2.393768625,,,2,,0.192563297,0.414,0.010400153,0.008139895,,,2.393768625
1,4,2,2,51,,1,,50,,0.189311761,0.506,0.063188166,0.059598393,,,2.393768625,,,2,,0.186271824,0.368,-0.009156656,-0.009643344,,,2.393768625
1,4,2,2,52,,1,,51,,0.183433293,0.414,-0.005120989,0.001193046,,,2.392000048,,,2,,0.188237292,0.368,0.019227954,0.015869442,,,2.392000048
1,4,2,2,53,,1,,52,,0.190870656,0.414,0.043034882,0.050998831,,,2.393768625,,,2,,0.211290473,0.368,0.041873452,0.040293508,,,2.393768625
1,4,2,2,54,,1,,53,,0.211517186,0.46,0.026498734,0.036221443,,,2.393768625,,,2,,0.211206921,0.46,0.032167592,0.038874492,,,2.393768625
1,4,2,2,55,,1,,54,,0.191074589,0.506,0.030421277,0.03379042,,,2.58256312,,,2,,0.197906383,0.414,0.004741052,0.000154649,,,2.58256312
1,4,2,2,56,,1,,55,,0.190155803,0.506,0.013450566,0.017827868,,,2.668000053,,,2,,0.186062636,0.414,0.02050763,0.019989465,,,2.668000053
1,4,2,2,57,,1,,56,,0.185000017,0.414,0.016491263,0.011916164,,,2.760000055,,,2,,0.191932441,0.368,0.001580836,-0.00933214,,,2.760000055
1,4,2,2,58,,1,,57,,0.185336205,0.414,0.000647069,0.008521909,,,2.944000059,,,2,,0.190781545,0.414,-0.004882344,-0.007079734,,,2.944000059
1,4,2,2,59,,1,,58,,0.180592187,0.414,0.02201564,0.021260306,,,3.036000061,,,2,,0.189084757,0.414,-0.008955939,-0.008692581,,,3.036000061
1,4,2,2,60,,1,,59,,0.199437926,0.414,0.023332437,0.02088983,,,3.036000061,,,2,,0.196870081,0.368,-0.000431891,-0.005431975,,,3.036000061
1,4,2,2,61,,1,,60,,0.185911083,0.368,0.016704907,0.010843726,,,3.03739368,,,2,,0.196350554,0.414,-0.011946154,-0.015795743,,,3.03739368
1,4,3,1,2,,1,,1,,0.329329998,0.736,-0.018851032,-0.108983,,,2.58256312,,,2,,0.223814969,0.506,-0.057585187,-0.092314438,,,2.58256312
1,4,3,1,3,,1,,2,,0.302328997,0.506,-0.016925289,-0.112035114,,,2.674337355,,,2,,0.242067194,0.506,-0.037802029,-0.087447862,,,2.674337355
1,4,3,1,4,,1,,3,,0.365364321,0.644,0.006950016,-0.124622343,,,2.499286348,,,2,,0.261937237,0.506,-0.014406347,-0.090797212,,,2.499286348
1,4,3,1,5,,1,,4,,0.258338274,0.506,-0.0096287,-0.073565192,,,2.590743574,,,2,,0.24208593,0.506,-0.040438414,-0.09370435,,,2.590743574
1,4,3,1,6,,1,,5,,0.282642846,0.506,-0.011258646,-0.073691601,,,2.590743574,,,2,,0.226035536,0.46,-0.036697043,-0.071237309,,,2.590743574
1,4,3,1,7,,1,,6,,0.260266068,0.506,-0.029794606,-0.092456414,,,2.865323774,,,2,,0.224191458,0.506,-0.062427793,-0.102878061,,,2.865323774
1,4,3,1,8,,1,,7,,0.26371354,0.46,-0.010692567,-0.055954969,,,2.590743574,,,2,,0.239764759,0.506,-0.027718612,-0.074599656,,,2.590743574
1,4,3,1,9,,1,,8,,0.268988209,0.506,-0.029761315,-0.078602943,,,2.499286348,,,2,,0.235898591,0.552,-0.039431558,-0.070157528,,,2.499286348
1,4,3,1,10,,1,,9,,0.251578328,0.46,-0.010196245,-0.044429335,,,2.499286348,,,2,,0.218506957,0.506,-0.030751631,-0.050834191,,,2.499286348
1,4,3,1,11,,1,,10,,0.295533816,0.506,0.00444642,-0.04344717,,,2.490805542,,,2,,0.2064464,0.46,-0.034681608,-0.052787223,,,2.490805542
1,4,3,1,12,,1,,11,,0.249361303,0.506,-0.00641441,-0.02757432,,,2.307348308,,,2,,0.217603597,0.46,-0.029384411,-0.046569778,,,2.307348308
1,4,3,1,13,,1,,12,,0.274512008,0.506,-0.010098084,-0.055227392,,,2.301839311,,,2,,0.243942879,0.506,-0.014008691,-0.044814996,,,2.301839311
1,4,3,1,14,,1,,13,,0.235496009,0.46,-0.006227447,-0.014913868,,,2.499286348,,,2,,0.214554374,0.46,0.005805423,-0.004598074,,,2.499286348
1,4,3,1,15,,1,,14,,0.234038033,0.46,0.004119645,-0.010741979,,,2.407870477,,,2,,0.209280312,0.506,-0.006466876,-0.017900344,,,2.407870477
1,4,3,1,16,,1,,15,,0.215551607,0.414,-0.004809821,-0.012229413,,,2.490805542,,,2,,0.205504198,0.414,0.002879172,0.000190717,,,2.490805542
1,4,3,1,17,,1,,16,,0.236931161,0.506,0.011624995,-0.003044572,,,2.58256312,,,2,,0.211735886,0.46,-0.005191241,-0.01984254,,,2.58256312
1,4,3,1,18,,1,,17,,0.276150318,0.552,0.004686824,-0.010792903,,,2.784425311,,,2,,0.229933219,0.46,-0.014164931,-0.038528683,,,2.784425311
1,4,3,1,19,,1,,18,,0.311546872,0.552,0.00931635,0.018758849,,,2.966910911,,,2,,0.244651362,0.506,-0.01243588,-0.03023886,,,2.966910911
1,4,3,1,20,,1,,19,,0.328617186,0.552,-0.010120475,-0.080638429,,,3.133407154,,,2,,0.262380546,0.414,-0.020990389,-0.041587122,,,3.133407154
1,4,3,1,21,,1,,20,,0.294172561,0.506,0.008053766,-0.035637449,,,3.220000064,,,2,,0.25628433,0.46,-0.0131835,-0.021588184,,,3.220000064
1,4,3,1,22,,1,,21,,0.329927002,0.414,0.002489617,-0.014807272,,,3.128000063,,,2,,0.238141644,0.414,0.015536024,-3.30E-05,,,3.128000063
1,4,3,1,23,,1,,22,,0.309899454,0.506,-0.005775143,-0.012086697,,,3.221314082,,,2,,0.248427879,0.46,-0.013678379,-0.038368832,,,3.221314082
1,4,3,1,24,,1,,23,,0.333013636,0.552,-0.005736968,-0.010921748,,,3.128000063,,,2,,0.253875904,0.552,-0.014222369,-0.025950567,,,3.128000063
1,4,3,1,25,,1,,24,,0.301511926,0.552,-0.013390415,-0.033161363,,,3.129352711,,,2,,0.23692311,0.506,-0.032250452,-0.058093281,,,3.129352711
1,4,3,1,26,,1,,25,,0.323329457,0.598,-0.004127256,-0.047961901,,,2.944000059,,,2,,0.296904153,0.506,0.005931469,-0.036803522,,,2.944000059
1,4,3,1,27,,1,,26,,0.330719716,0.598,-0.017531724,-0.056758136,,,2.852000057,,,2,,0.268638018,0.552,-0.020346759,-0.052965884,,,2.852000057
1,4,3,1,28,,1,,27,,0.275439905,0.506,0.011963638,-0.030730385,,,2.853483542,,,2,,0.241018172,0.46,0.012742898,-0.000421017,,,2.853483542
1,4,3,1,29,,1,,28,,0.288913411,0.506,0.004043472,-0.010826694,,,2.857929377,,,2,,0.24642186,0.46,-0.003643844,-0.020303147,,,2.857929377
1,4,3,1,30,,1,,29,,0.270019114,0.552,0.008451701,-0.002930509,,,2.956909256,,,2,,0.222722626,0.46,-0.011165761,-0.031274513,,,2.956909256
1,4,3,1,31,,1,,30,,0.274390355,0.506,-0.002357274,-0.012542455,,,2.857929377,,,2,,0.242040116,0.46,-0.002161185,-0.02642789,,,2.857929377
1,4,3,1,32,,1,,31,,0.239922277,0.506,0.019866155,0.009467963,,,3.048519702,,,2,,0.219667439,0.46,0.014927443,0.00040011,,,3.048519702
1,4,3,1,33,,1,,32,,0.251147982,0.46,0.02904143,0.015248189,,,3.23180699,,,2,,0.245558295,0.46,-0.011914076,-0.037109165,,,3.23180699
1,4,3,1,34,,1,,33,,0.232438767,0.506,0.03372891,0.040003979,,,3.415170928,,,2,,0.21720192,0.414,0.02340338,0.014341683,,,3.415170928
1,4,3,1,35,,1,,34,,0.22671474,0.414,0.041624571,0.037401888,,,3.515315134,,,2,,0.22289225,0.414,0.015253597,0.010552404,,,3.515315134
1,4,3,1,36,,1,,35,,0.242627489,0.46,0.02179483,0.023483332,,,3.343791926,,,2,,0.210666855,0.368,0.005998099,-0.007106428,,,3.343791926
1,4,3,1,37,,1,,36,,0.226935628,0.322,0.044076903,0.039412433,,,3.32348017,,,2,,0.215570403,0.322,0.001984891,-0.009479783,,,3.32348017
1,4,3,1,38,,1,,37,,0.245937895,0.414,0.024556517,0.020893889,,,3.23180699,,,2,,0.239098456,0.414,0.029081763,0.020638315,,,3.23180699
1,4,3,1,39,,1,,38,,0.217588451,0.414,0.01949338,0.023119145,,,3.32348017,,,2,,0.221104084,0.368,0.013617951,0.005489196,,,3.32348017
1,4,3,1,40,,1,,39,,0.240679842,0.414,0.022178877,0.016201494,,,3.133407154,,,2,,0.217215727,0.368,0.026661304,0.022717411,,,3.133407154
