condition: 1 = control,Cell index,KT pair No.,KT no.,Img no.,,Channel 1,,Frame,,Width,Pixel width,intensity centroid to disc center x,peak to disc center x,,,KK dist,,,Channel 2,,Width,Pixel width,intensity centroid to disc center x,peak to disc center x,,,KK dist
1,2,3,1,61,,1,,60,,0.182684812,0.276,0.020252776,0.015111876,,,2.616749181,,,2,,0.172180833,0.276,0.000509382,-0.002280307,,,2.616749181
1,2,3,1,62,,1,,61,,0.189808299,0.23,0.03592564,0.033238663,,,2.707364825,,,2,,0.169356318,0.276,0.039576475,0.038623125,,,2.707364825
1,2,3,1,63,,1,,62,,0.197572855,0.23,-0.00196874,-0.002403986,,,2.602153007,,,2,,0.180810494,0.276,0.023383035,0.021696558,,,2.602153007
1,2,3,1,64,,1,,63,,0.194027281,0.276,0.032191818,0.039917814,,,2.420142193,,,2,,0.179252519,0.276,0.021363762,0.02929549,,,2.420142193
1,2,3,1,65,,1,,64,,0.187466852,0.23,0.01247264,0.023103153,,,2.042731545,,,2,,0.177857071,0.276,0.030526476,0.035202278,,,2.042731545
1,2,3,1,66,,1,,65,,0.216008073,0.276,0.027387005,0.026007896,,,2.032346468,,,2,,0.177226025,0.276,0.03659688,0.038830661,,,2.032346468
1,2,3,2,2,,1,,1,,0.202064196,0.322,0.018964033,0.009280729,,,3.405243084,,,2,,0.170933126,0.276,0.031463937,0.032229857,,,3.405243084
1,2,3,2,3,,1,,2,,0.222043349,0.322,0.033054095,0.032339723,,,3.500838827,,,2,,0.170273699,0.276,0.029786457,0.032855846,,,3.500838827
1,2,3,2,4,,1,,3,,0.212425386,0.368,0.041964129,0.04794196,,,3.77312186,,,2,,0.176859008,0.322,0.048972418,0.052489397,,,3.77312186
1,2,3,2,5,,1,,4,,0.195748388,0.276,0.022546278,0.01888236,,,3.965616299,,,2,,0.184540292,0.322,0.000110105,-0.003895211,,,3.965616299
1,2,3,2,6,,1,,5,,0.192749454,0.322,0.012716096,0.002132359,,,3.404000068,,,2,,0.170376751,0.276,0.036696349,0.037973195,,,3.404000068
1,2,3,2,7,,1,,6,,0.198930067,0.322,0.031272555,0.02984147,,,2.949744455,,,2,,0.176990086,0.322,0.025714267,0.024475482,,,2.949744455
1,2,3,2,8,,1,,7,,0.185495342,0.322,0.021394631,0.016832392,,,2.577642385,,,2,,0.170648649,0.276,0.017313481,0.021210209,,,2.577642385
1,2,3,2,9,,1,,8,,0.186607987,0.322,0.023572246,0.022081863,,,2.208000044,,,2,,0.168952174,0.322,0.023082273,0.024918354,,,2.208000044
1,2,3,2,10,,1,,9,,0.198277956,0.322,0.023398755,0.01571082,,,2.032346468,,,2,,0.170472777,0.276,0.035209064,0.032381989,,,2.032346468
1,2,3,2,11,,1,,10,,0.197477503,0.322,0.025196453,0.013003226,,,2.032346468,,,2,,0.173281635,0.322,0.022428681,0.020920455,,,2.032346468
1,2,3,2,12,,1,,11,,0.183780744,0.276,0.021587164,0.019340549,,,2.225183183,,,2,,0.172129103,0.322,0.025716653,0.023445075,,,2.225183183
1,2,3,2,13,,1,,12,,0.185731361,0.276,0.024975157,0.020558742,,,2.511111358,,,2,,0.171236625,0.322,0.018255221,0.019277649,,,2.511111358
1,2,3,2,14,,1,,13,,0.188933462,0.322,0.008583835,0.007109394,,,2.784425311,,,2,,0.172550957,0.276,0.030285996,0.035584076,,,2.784425311
1,2,3,2,15,,1,,14,,0.199196581,0.276,0.022515485,0.025345884,,,3.070650807,,,2,,0.200711618,0.322,0.021909937,0.009712716,,,3.070650807
1,2,3,2,16,,1,,15,,0.213350802,0.322,-0.019169255,-0.009814043,,,3.266971752,,,2,,0.182425765,0.276,0.013355155,0.00450555,,,3.266971752
1,2,3,2,17,,1,,16,,0.188779617,0.23,0.023132035,0.015369755,,,3.303043511,,,2,,0.190686665,0.23,0.021691117,0.015674822,,,3.303043511
1,2,3,2,18,,1,,17,,0.21051012,0.368,-0.027301995,0.010933399,,,3.213421916,,,2,,0.190694251,0.322,-0.028966347,0.024107236,,,3.213421916
1,2,3,2,19,,1,,18,,0.186144927,0.322,0.02329715,0.032312802,,,2.655280076,,,2,,0.162604735,0.322,0.034424939,0.046084815,,,2.655280076
1,2,3,2,20,,1,,19,,0.187252312,0.276,0.020815741,0.023530246,,,2.255407769,,,2,,0.190553942,0.276,0.033257479,0.031606517,,,2.255407769
1,2,3,2,21,,1,,20,,0.187665931,0.276,0.042968332,0.043834349,,,2.075614649,,,2,,0.179528906,0.322,0.024816235,0.029963996,,,2.075614649
1,2,3,2,22,,1,,21,,0.163907994,0.276,0.036210743,0.063322966,,,2.186815079,,,2,,0.184287513,0.184,0.03702058,0.063291014,,,2.186815079
1,2,3,2,23,,1,,22,,0.165412251,0.276,-0.029624663,0.040311061,,,1.981740689,,,2,,0.152389836,0.23,-0.042359021,0.021832567,,,1.981740689
1,2,3,2,24,,1,,23,,0.166677293,0.276,-0.033782474,0.027961462,,,1.896628626,,,2,,0.153310871,0.276,-0.028850145,0.019819022,,,1.896628626
1,2,3,2,25,,1,,24,,0.174883503,0.23,-0.057014006,0.030426128,,,2.05718258,,,2,,0.187387493,0.23,0.024745535,0.021201476,,,2.05718258
1,2,3,2,26,,1,,25,,0.197655028,0.23,0.023519709,0.027478802,,,2.223280504,,,2,,0.199913336,0.23,0.020726438,0.021751938,,,2.223280504
1,2,3,2,27,,1,,26,,0.197172853,0.368,0.040665527,0.036547206,,,2.735356704,,,2,,0.191701375,0.322,0.021624748,0.023440057,,,2.735356704
1,2,3,2,28,,1,,27,,0.179328011,0.23,0.04912152,0.051481189,,,3.172332959,,,2,,0.176730703,0.276,0.031357065,0.030595933,,,3.172332959
1,2,3,2,29,,1,,28,,0.198193291,0.276,0.014721673,0.014214804,,,3.682299355,,,2,,0.207623007,0.368,0.016588752,0.011850852,,,3.682299355
1,2,3,2,30,,1,,29,,0.190855012,0.368,0.014961568,0.019758891,,,3.843134215,,,2,,0.184629909,0.322,0.040571623,0.045578766,,,3.843134215
1,2,3,2,31,,1,,30,,0.187451586,0.322,0.026765642,0.025028603,,,3.90322951,,,2,,0.183809718,0.322,0.015717534,0.009485696,,,3.90322951
1,2,3,2,32,,1,,31,,0.187522083,0.276,0.01555534,0.008755009,,,3.994326056,,,2,,0.195596498,0.322,-0.001656469,-0.010966894,,,3.994326056
1,2,3,2,33,,1,,32,,0.22041947,0.368,0.025304223,0.021195306,,,3.572633834,,,2,,0.223488813,0.322,0.011052682,0.018035827,,,3.572633834
1,2,3,2,34,,1,,33,,0.208152341,0.276,0.03097974,0.037561504,,,2.693259789,,,2,,0.183224425,0.322,0.033164485,0.033985384,,,2.693259789
1,2,3,2,35,,1,,34,,0.194398166,0.23,0.040340896,0.046903386,,,2.147761668,,,2,,0.192051679,0.276,0.021574124,0.021673906,,,2.147761668
1,2,3,2,36,,1,,35,,0.2004197,0.276,0.022317999,0.027237241,,,1.769655369,,,2,,0.190021411,0.276,0.026822341,0.035460964,,,1.769655369
1,2,3,2,37,,1,,36,,0.207716737,0.322,0.010480079,0.009428596,,,1.786316917,,,2,,0.199315137,0.322,0.009191554,0.016738859,,,1.786316917
1,2,3,2,38,,1,,37,,0.211971308,0.276,0.028054365,0.035531815,,,1.606710958,,,2,,0.176919787,0.276,0.014580471,0.021034909,,,1.606710958
1,2,3,2,39,,1,,38,,0.183669607,0.276,0.034140053,0.037006131,,,1.678842492,,,2,,0.183128328,0.276,0.021422422,0.023275304,,,1.678842492
1,2,3,2,40,,1,,39,,0.230002384,0.368,0.036956604,0.028628889,,,1.807513245,,,2,,0.209762242,0.276,0.005560189,0.005465436,,,1.807513245
1,2,3,2,41,,1,,40,,0.190492252,0.322,0.020098735,-0.002054261,,,1.769655369,,,2,,0.173747794,0.276,0.055259882,0.018622588,,,1.769655369
1,2,3,2,42,,1,,41,,0.197467414,0.322,0.030921724,0.013650093,,,1.807513245,,,2,,0.179587185,0.276,0.034935216,0.029612035,,,1.807513245
1,2,3,2,43,,1,,42,,0.232294746,0.368,0.009887811,-0.002936018,,,1.807513245,,,2,,0.203907911,0.322,0.047137936,0.034092939,,,1.807513245
1,2,3,2,44,,1,,43,,0.214056532,0.322,0.034342957,0.019140424,,,1.786316917,,,2,,0.17529147,0.322,0.055498629,0.046077452,,,1.786316917
1,2,3,2,45,,1,,44,,0.219179265,0.414,0.052882654,0.038171752,,,1.896628626,,,2,,0.184961245,0.368,0.054566012,0.034725646,,,1.896628626
1,2,3,2,46,,1,,45,,0.230051288,0.322,0.03923335,0.012445319,,,2.255407769,,,2,,0.196190379,0.276,0.036475143,0.020214274,,,2.255407769
1,2,3,2,47,,1,,46,,0.198984432,0.322,0.015128417,0.003688763,,,2.420142193,,,2,,0.18252077,0.322,0.013496661,0.008912213,,,2.420142193
1,2,3,2,48,,1,,47,,0.191938133,0.276,0.004667179,0.004756348,,,2.399066533,,,2,,0.173380857,0.322,0.002093322,-0.001249055,,,2.399066533
1,2,3,2,49,,1,,48,,0.170662612,0.276,0.02245454,0.021047015,,,2.602153007,,,2,,0.160691422,0.276,0.024947786,0.024715948,,,2.602153007
1,2,3,2,50,,1,,49,,0.197195262,0.322,0.01148185,0.00609627,,,2.949744455,,,2,,0.18439363,0.276,0.043015783,0.042765069,,,2.949744455
1,2,3,2,51,,1,,50,,0.237794396,0.368,0.025245845,0.009824419,,,2.773765727,,,2,,0.234933998,0.368,0.026081285,0.031195628,,,2.773765727
1,2,3,2,52,,1,,51,,0.182943582,0.322,0.044740227,0.051284716,,,2.499286348,,,2,,0.17107358,0.276,0.025337318,0.027804833,,,2.499286348
1,2,3,2,53,,1,,52,,0.2004526,0.322,0.017003822,0.012838362,,,2.407870477,,,2,,0.178058903,0.322,0.014377483,0.012883904,,,2.407870477
1,2,3,2,54,,1,,53,,0.214514679,0.322,0.008280103,-0.001100674,,,2.329254004,,,2,,0.195568527,0.322,0.010614117,0.00725612,,,2.329254004
1,2,3,2,55,,1,,54,,0.241026017,0.368,0.01485166,-0.008715164,,,2.435829271,,,2,,0.209444616,0.322,0.040894117,0.040698356,,,2.435829271
1,2,3,2,56,,1,,55,,0.199686487,0.322,0.057523461,0.037561956,,,2.345549023,,,2,,0.178334998,0.322,0.052739499,0.014541406,,,2.345549023
1,2,3,2,57,,1,,56,,0.209374751,0.414,0.018832274,-0.017637453,,,2.435829271,,,2,,0.195302378,0.322,0.04484426,0.020000293,,,2.435829271
1,2,3,2,58,,1,,57,,0.184974303,0.23,0.045855952,0.03810767,,,2.526233611,,,2,,0.180302767,0.23,0.02236833,0.023810513,,,2.526233611
1,2,3,2,59,,1,,58,,0.19594401,0.322,0.027648061,0.014530336,,,2.420142193,,,2,,0.195590765,0.276,0.026582071,0.018892823,,,2.420142193
1,2,3,2,60,,1,,59,,0.215557336,0.276,0.036419306,0.021605142,,,2.616749181,,,2,,0.186854297,0.276,0.023711199,0.020312843,,,2.616749181
1,2,3,2,61,,1,,60,,0.186342441,0.322,0.016512172,0.015607429,,,2.616749181,,,2,,0.183182223,0.276,0.01409004,0.006232649,,,2.616749181
1,2,3,2,62,,1,,61,,0.227482582,0.368,0.017501384,0.008910942,,,2.707364825,,,2,,0.190666189,0.276,0.022480756,0.017100525,,,2.707364825
1,2,3,2,63,,1,,62,,0.191406318,0.276,0.004315153,-0.000591659,,,2.602153007,,,2,,0.170410457,0.276,0.018104915,0.018627471,,,2.602153007
1,2,3,2,64,,1,,63,,0.186175685,0.322,0.033065479,0.024046293,,,2.420142193,,,2,,0.186209513,0.276,0.030965235,0.026169413,,,2.420142193
1,2,3,2,65,,1,,64,,0.179401396,0.322,0.024827777,0.024492467,,,2.042731545,,,2,,0.17932399,0.276,0.017186622,0.018951574,,,2.042731545
1,2,3,2,66,,1,,65,,0.194595341,0.322,0.0381126,0.031108997,,,2.032346468,,,2,,0.186003232,0.276,0.006175686,0.004908962,,,2.032346468
1,2,4,1,2,,1,,1,,0.196698434,0.276,0.039593045,0.041637243,,,2.674337355,,,2,,0.202044154,0.322,0.037641605,0.022960441,,,2.674337355
1,2,4,1,3,,1,,2,,0.22781641,0.276,0.025465586,0.021165519,,,2.329254004,,,2,,0.196587561,0.276,0.026188725,0.011303214,,,2.329254004
1,2,4,1,4,,1,,3,,0.19567489,0.276,0.041240084,0.032328479,,,2.00931037,,,2,,0.18831151,0.23,0.03617377,0.034328495,,,2.00931037
1,2,4,1,5,,1,,4,,0.174171012,0.23,0.011012523,0.008277911,,,1.921016436,,,2,,0.178324675,0.23,0.029765731,0.030545542,,,1.921016436
1,2,4,1,6,,1,,5,,0.209720051,0.23,0.019043833,0.008099884,,,1.862858057,,,2,,0.206695341,0.322,0.017354009,0.009977507,,,1.862858057
1,2,4,1,7,,1,,6,,0.241422643,0.414,-0.000767844,-0.016269854,,,2.036506854,,,2,,0.210966752,0.368,0.019023506,0.015254949,,,2.036506854
1,2,4,1,8,,1,,7,,0.190761749,0.23,0.017737604,0.030454107,,,2.502670624,,,2,,0.193729701,0.23,0.021265505,0.036716807,,,2.502670624
1,2,4,1,9,,1,,8,,0.222981601,0.368,0.008055447,0.01141061,,,2.618365955,,,2,,0.19522382,0.276,-0.017383646,0.007248751,,,2.618365955
1,2,4,1,10,,1,,9,,0.233306932,0.322,0.018438933,-0.001871228,,,2.793529723,,,2,,0.211551334,0.322,0.031567912,0.027442831,,,2.793529723
1,2,4,1,11,,1,,10,,0.227223249,0.368,0.007019866,-0.010095287,,,3.146884236,,,2,,0.207483623,0.368,0.030485649,0.022243402,,,3.146884236
1,2,4,1,12,,1,,11,,0.234768929,0.368,0.02799704,0.014282742,,,3.260488372,,,2,,0.192171813,0.368,0.028926857,0.031231681,,,3.260488372
1,2,4,1,13,,1,,12,,0.189001478,0.276,0.015148401,0.024218486,,,3.146884236,,,2,,0.189753671,0.322,0.040750801,0.039422317,,,3.146884236
1,2,4,1,14,,1,,13,,0.253879087,0.322,0.036348311,0.059455894,,,2.945437208,,,2,,0.223994276,0.368,0.032513578,0.04603926,,,2.945437208
1,2,4,1,15,,1,,14,,0.184535776,0.276,0.01882471,0.019931777,,,2.566123977,,,2,,0.176043173,0.322,0.01726181,0.017666986,,,2.566123977
1,2,4,1,16,,1,,15,,0.18367527,0.23,0.021716116,0.027425272,,,2.275954351,,,2,,0.172745711,0.276,0.033355509,0.031256924,,,2.275954351
1,2,4,1,17,,1,,16,,0.182100626,0.23,0.016267514,0.016092939,,,2.097922824,,,2,,0.169718718,0.276,0.013226036,0.007865039,,,2.097922824
1,2,4,1,18,,1,,17,,0.172321942,0.23,0.046555115,0.0383012,,,2.075614649,,,2,,0.162676436,0.276,0.009900271,0.00802929,,,2.075614649
1,2,4,1,19,,1,,18,,0.180959166,0.23,0.01646822,0.012483829,,,2.255407769,,,2,,0.170084641,0.276,0.019763009,0.018410418,,,2.255407769
1,2,4,1,20,,1,,19,,0.210529651,0.276,0.023065642,0.03659156,,,2.679080493,,,2,,0.181539124,0.276,0.039007478,0.03639181,,,2.679080493
1,2,4,1,21,,1,,20,,0.229598421,0.276,-0.000688426,-0.006185488,,,3.123938602,,,2,,0.229940832,0.368,0.024728121,0.016282132,,,3.123938602
1,2,4,1,22,,1,,21,,0.21256375,0.322,0.044776301,0.059139597,,,3.482658824,,,2,,0.191056097,0.322,0.01664157,0.020339824,,,3.482658824
1,2,4,1,23,,1,,22,,0.216667377,0.322,0.010655497,0.013221705,,,3.682299355,,,2,,0.197566305,0.368,0.010636145,0.006851378,,,3.682299355
1,2,4,1,24,,1,,23,,0.256473362,0.322,0.011221646,0.034164558,,,3.704071348,,,2,,0.211079029,0.368,0.014826297,0.009671769,,,3.704071348
1,2,4,1,25,,1,,24,,0.227181893,0.276,0.00706729,0.015626707,,,3.639527515,,,2,,0.209109915,0.368,0.000958423,-0.002499305,,,3.639527515
1,2,4,1,26,,1,,25,,0.197414853,0.322,0.004602181,-0.004970039,,,2.945437208,,,2,,0.188158238,0.414,-0.004696588,-0.001887391,,,2.945437208
1,2,4,1,27,,1,,26,,0.191773246,0.322,0.014447506,0.010883502,,,2.414890522,,,2,,0.18947772,0.322,0.03075938,0.028505664,,,2.414890522
1,2,4,1,28,,1,,27,,0.186626615,0.23,0.002684217,0.004588621,,,2.275954351,,,2,,0.173975247,0.276,0.048966686,0.046865108,,,2.275954351
1,2,4,1,29,,1,,28,,0.189570703,0.23,0.023439271,0.011425485,,,2.186815079,,,2,,0.179711587,0.322,0.028144635,0.031335201,,,2.186815079
1,2,4,1,30,,1,,29,,0.198994148,0.414,-0.006884896,-0.013252804,,,2.147761668,,,2,,0.171784605,0.276,0.027147374,0.009171255,,,2.147761668
1,2,4,1,31,,1,,30,,0.200915384,0.322,-0.011906244,-0.01451411,,,1.966735405,,,2,,0.167900145,0.23,0.032682351,0.019315982,,,1.966735405
1,2,4,1,32,,1,,31,,0.193961464,0.276,0.051683417,0.068363048,,,1.966735405,,,2,,0.177927941,0.322,0.025994009,0.026107735,,,1.966735405
1,2,4,1,33,,1,,32,,0.187181775,0.276,0.044287422,0.035940775,,,2.05718258,,,2,,0.195470511,0.322,0.037575845,0.033159214,,,2.05718258
1,2,4,1,34,,1,,33,,0.164856032,0.184,0.026176017,0.020779419,,,2.165422866,,,2,,0.173207915,0.23,-0.013291994,-0.020862156,,,2.165422866
1,2,4,1,35,,1,,34,,0.170089014,0.23,-0.002554278,-0.003788753,,,2.345549023,,,2,,0.169969711,0.276,0.008578109,0.005510689,,,2.345549023
1,2,4,1,36,,1,,35,,0.172655666,0.276,0.015279906,0.012537603,,,2.454866237,,,2,,0.172987805,0.322,0.026955724,0.024327596,,,2.454866237
1,2,4,1,37,,1,,36,,0.181641684,0.276,0.052211977,0.044872439,,,2.707364825,,,2,,0.176343789,0.322,0.033452716,0.032869137,,,2.707364825
1,2,4,1,38,,1,,37,,0.174562167,0.322,0.010672033,0.008751042,,,2.856448201,,,2,,0.16382817,0.322,0.03461499,0.037520816,,,2.856448201
1,2,4,1,39,,1,,38,,0.196578031,0.368,0.010984576,0.001285237,,,2.945437208,,,2,,0.191584185,0.414,0.024379688,0.02029444,,,2.945437208
1,2,4,1,40,,1,,39,,0.196432755,0.322,0.030658158,0.039953338,,,2.969762339,,,2,,0.171504354,0.322,0.029933662,0.030478504,,,2.969762339
1,2,4,1,41,,1,,40,,0.192708138,0.368,0.023980493,0.017723871,,,2.856448201,,,2,,0.187697167,0.322,0.02444261,0.022213428,,,2.856448201
1,2,4,1,42,,1,,41,,0.19464156,0.322,-0.00903779,-0.022419447,,,2.634479128,,,2,,0.185560802,0.322,0.030375722,0.027378868,,,2.634479128
1,2,4,1,43,,1,,42,,0.178303971,0.276,0.003997554,0.005567713,,,2.616749181,,,2,,0.171255957,0.276,-0.019423842,-0.017155476,,,2.616749181
1,2,4,1,44,,1,,43,,0.205808086,0.368,0.012480088,0.007511988,,,2.526233611,,,2,,0.198105051,0.414,0.002636542,0.003156085,,,2.526233611
1,2,4,1,45,,1,,44,,0.187334976,0.322,0.026165451,0.011900802,,,2.526233611,,,2,,0.174285806,0.23,0.034018992,0.028569411,,,2.526233611
1,2,4,1,46,,1,,45,,0.18709946,0.276,0.02163157,0.017114557,,,2.454866237,,,2,,0.162424183,0.276,0.002189911,-0.003595057,,,2.454866237
1,2,4,1,47,,1,,46,,0.17908863,0.322,0.062980263,0.034629155,,,2.477175861,,,2,,0.159285725,0.322,0.085210001,0.049678875,,,2.477175861
1,2,4,1,48,,1,,47,,0.180192132,0.276,0.017730955,0.020556925,,,2.477175861,,,2,,0.159068462,0.276,0.042951917,0.015271408,,,2.477175861
1,2,4,1,49,,1,,48,,0.177654339,0.276,0.004492231,-0.003481567,,,2.544594321,,,2,,0.17479378,0.276,-0.010385733,-0.0149347,,,2.544594321
1,2,4,1,50,,1,,49,,0.199622627,0.276,0.016723757,0.009126539,,,2.477175861,,,2,,0.188466878,0.276,0.01334989,0.011989082,,,2.477175861
1,2,4,1,51,,1,,50,,0.191697906,0.322,0.01652194,0.01706192,,,2.655280076,,,2,,0.175544648,0.322,0.043209275,0.034463793,,,2.655280076
1,2,4,1,52,,1,,51,,0.190433452,0.368,0.01923349,0.021993691,,,2.655280076,,,2,,0.179295187,0.322,0.017355462,0.015341346,,,2.655280076
1,2,4,1,53,,1,,52,,0.235269645,0.368,0.021292393,0.011529369,,,2.655280076,,,2,,0.199298945,0.322,0.001261955,-0.0014804,,,2.655280076
1,2,4,1,54,,1,,53,,0.21243825,0.322,0.022863527,0.028412283,,,2.793529723,,,2,,0.187891603,0.276,0.013089337,0.013518561,,,2.793529723
1,2,4,1,55,,1,,54,,0.192307287,0.23,0.036071077,0.03342753,,,2.590743574,,,2,,0.186427819,0.276,0.050195433,0.05221056,,,2.590743574
1,2,4,1,56,,1,,55,,0.186409432,0.322,0.013964291,0.00904142,,,2.414890522,,,2,,0.173669072,0.322,-0.009737022,-0.0132071,,,2.414890522
1,2,4,1,57,,1,,56,,0.211001149,0.322,0.024086119,0.018676783,,,2.272232428,,,2,,0.177059836,0.276,0.043939227,0.040693284,,,2.272232428
1,2,4,1,58,,1,,57,,0.1908529,0.276,-0.007129438,-0.005125414,,,2.502670624,,,2,,0.18983709,0.276,0.002555072,0.004486995,,,2.502670624
1,2,4,1,59,,1,,58,,0.196307502,0.276,0.019272401,0.020457294,,,2.477175861,,,2,,0.194151579,0.276,0.009571033,0.014395688,,,2.477175861
1,2,4,1,60,,1,,59,,0.196123621,0.322,-0.017038002,-0.016831684,,,2.329254004,,,2,,0.181162886,0.276,0.015128726,0.016621795,,,2.329254004
1,2,4,1,61,,1,,60,,0.183296639,0.276,0.017348598,0.017489649,,,2.435829271,,,2,,0.174369905,0.322,0.007431335,0.003775288,,,2.435829271
1,2,4,1,62,,1,,61,,0.210708456,0.322,0.006376128,0.005137486,,,2.454866237,,,2,,0.189363518,0.322,0.02736954,0.025390405,,,2.454866237
1,2,4,1,63,,1,,62,,0.185305709,0.276,0.033587539,0.032325821,,,2.420142193,,,2,,0.190750328,0.322,0.011614728,0.011466105,,,2.420142193
1,2,4,1,64,,1,,63,,0.172996144,0.23,0.006697732,0.001917628,,,2.420142193,,,2,,0.169892624,0.276,0.033629193,0.026693241,,,2.420142193
1,2,4,1,65,,1,,64,,0.194448656,0.276,-0.004885405,-0.001629009,,,2.454866237,,,2,,0.179887964,0.322,0.014583857,0.01352106,,,2.454866237
1,2,4,1,66,,1,,65,,0.23567019,0.368,0.012677759,0.005938292,,,2.454866237,,,2,,0.197001624,0.368,0.020166322,0.013861821,,,2.454866237
1,2,4,2,2,,1,,1,,0.199276943,0.322,0.040846816,0.037460639,,,2.674337355,,,2,,0.173509674,0.276,0.02061579,0.010382598,,,2.674337355
1,2,4,2,3,,1,,2,,0.191349601,0.322,0.003314,0.023662913,,,2.329254004,,,2,,0.202736036,0.368,0.006879205,-0.001745277,,,2.329254004
1,2,4,2,4,,1,,3,,0.172521072,0.276,-0.011675133,0.040804196,,,2.00931037,,,2,,0.18855631,0.276,0.019224733,0.02147015,,,2.00931037
1,2,4,2,5,,1,,4,,0.193721076,0.276,0.013137752,0.00964587,,,1.921016436,,,2,,0.155901412,0.23,-0.029113468,0.012916533,,,1.921016436
1,2,4,2,6,,1,,5,,0.184351564,0.322,-0.020063675,0.008441377,,,1.862858057,,,2,,0.201521563,0.368,0.018336753,0.042952794,,,1.862858057
1,2,4,2,7,,1,,6,,0.219729384,0.322,0.020466017,0.051258455,,,2.036506854,,,2,,0.230720298,0.368,-0.001487562,0.000976217,,,2.036506854
1,2,4,2,8,,1,,7,,0.197423961,0.368,0.012564648,0.034137959,,,2.502670624,,,2,,0.188878299,0.368,0.015368167,0.018897366,,,2.502670624
1,2,4,2,9,,1,,8,,0.178093228,0.322,0.016967185,0.029977012,,,2.618365955,,,2,,0.181789958,0.368,-0.000704379,0.013986738,,,2.618365955
1,2,4,2,10,,1,,9,,0.174672028,0.322,0.049459172,0.069164953,,,2.793529723,,,2,,0.179491516,0.322,0.012751494,0.02120336,,,2.793529723
1,2,4,2,11,,1,,10,,0.177757358,0.322,0.010675998,0.022601774,,,3.146884236,,,2,,0.170531794,0.322,0.006532997,0.01786091,,,3.146884236
1,2,4,2,12,,1,,11,,0.219026766,0.322,0.021652173,0.031742952,,,3.260488372,,,2,,0.203391988,0.414,0.005656908,0.007502987,,,3.260488372
1,2,4,2,13,,1,,12,,0.207788869,0.322,0.011754702,0.015017034,,,3.146884236,,,2,,0.197655341,0.368,0.016022915,0.014124774,,,3.146884236
1,2,4,2,14,,1,,13,,0.209492823,0.368,0.031051627,0.026433998,,,2.945437208,,,2,,0.212333685,0.46,-0.028811379,-0.037889071,,,2.945437208
1,2,4,2,15,,1,,14,,0.205532165,0.322,0.023190893,0.024176319,,,2.566123977,,,2,,0.189091763,0.322,0.028564328,0.016479554,,,2.566123977
1,2,4,2,16,,1,,15,,0.197205781,0.368,0.010712493,0.00444311,,,2.275954351,,,2,,0.185969778,0.322,0.015133052,0.005022548,,,2.275954351
1,2,4,2,17,,1,,16,,0.206778328,0.368,0.017524454,0.021174149,,,2.097922824,,,2,,0.20376235,0.368,0.028443686,0.038096568,,,2.097922824
1,2,4,2,18,,1,,17,,0.18214169,0.322,0.040255192,0.031483497,,,2.075614649,,,2,,0.175131141,0.368,0.025269786,0.019487176,,,2.075614649
1,2,4,2,19,,1,,18,,0.174354033,0.276,0.050158989,0.037243818,,,2.255407769,,,2,,0.176972158,0.322,0.028654801,0.020430827,,,2.255407769
1,2,4,2,20,,1,,19,,0.19452215,0.23,-0.01011329,-0.010141111,,,2.679080493,,,2,,0.192510098,0.276,0.029375948,0.036987024,,,2.679080493
1,2,4,2,21,,1,,20,,0.207545453,0.276,0.01242816,0.046987258,,,3.123938602,,,2,,0.189214996,0.276,0.019564774,0.024011528,,,3.123938602
1,2,4,2,22,,1,,21,,0.185186198,0.368,0.014242075,0.022439063,,,3.482658824,,,2,,0.189323352,0.23,0.028752799,0.023922164,,,3.482658824
1,2,4,2,23,,1,,22,,0.204646576,0.322,-0.013378897,0.005638596,,,3.682299355,,,2,,0.181325787,0.23,-0.004759699,0.018308582,,,3.682299355
1,2,4,2,24,,1,,23,,0.25975098,0.368,0.033913627,0.051528446,,,3.704071348,,,2,,0.273630177,0.414,-0.005789375,-0.019501665,,,3.704071348
1,2,4,2,25,,1,,24,,0.256950551,0.414,0.011123459,0.036985514,,,3.639527515,,,2,,0.241004255,0.414,-0.00461489,0.039280773,,,3.639527515
1,2,4,2,26,,1,,25,,0.249209795,0.368,0.037853849,0.035191579,,,2.945437208,,,2,,0.226732292,0.368,0.002387611,-0.004937044,,,2.945437208
1,2,4,2,27,,1,,26,,0.235318222,0.368,0.036526402,0.038946766,,,2.414890522,,,2,,0.226068233,0.368,0.024825228,0.026517415,,,2.414890522
1,2,4,2,28,,1,,27,,0.241041569,0.368,0.045516877,0.044023987,,,2.275954351,,,2,,0.204092405,0.368,0.023692583,0.009462978,,,2.275954351
1,2,4,2,29,,1,,28,,0.240092773,0.322,0.015184037,0.010682939,,,2.186815079,,,2,,0.203421346,0.276,0.013604943,0.005175663,,,2.186815079
1,2,4,2,30,,1,,29,,0.215905056,0.322,0.021890621,0.008952401,,,2.147761668,,,2,,0.206452419,0.368,0.027781063,0.025412006,,,2.147761668
1,2,4,2,31,,1,,30,,0.22519932,0.368,0.014856738,0.011861254,,,1.966735405,,,2,,0.190345168,0.368,-0.005854723,-0.014340043,,,1.966735405
1,2,4,2,32,,1,,31,,0.232824834,0.368,0.003318579,-0.024348507,,,1.966735405,,,2,,0.199656701,0.414,0.012509427,0.00699874,,,1.966735405
1,2,4,2,33,,1,,32,,0.187953519,0.322,0.024409401,0.020927899,,,2.05718258,,,2,,0.189232848,0.322,0.034969029,0.026354813,,,2.05718258
