condition: 2 = TSA,Cell index,KT pair No.,KT no.,Img no.,,Channel 1,,Frame,,Width,Pixel width,intensity centroid to disc center x,peak to disc center x,,,KK dist,,,Channel 2,,Width,Pixel width,intensity centroid to disc center x,peak to disc center x,,,
2,1,4,1,55,,1,,54,,0.190516239,0.414,0.041974761,0.047429741,,,2.036506854,,,2,,0.203141605,0.276,0.025253557,0.029078222,,,2.036506854
2,1,4,1,56,,1,,55,,0.190926765,0.322,0.025681835,0.028751749,,,2.211830056,,,2,,0.182971182,0.276,0.011510353,0.00843661,,,2.211830056
2,1,4,1,57,,1,,56,,0.17360474,0.368,0.02874331,0.014930474,,,2.153664827,,,2,,0.190306784,0.322,0.024637879,-0.011406187,,,2.153664827
2,1,4,1,58,,1,,57,,0.190496036,0.414,0.047192889,0.033069663,,,2.211830056,,,2,,0.225434232,0.368,0.025620755,-0.012666407,,,2.211830056
2,1,4,1,59,,1,,58,,0.196184027,0.368,0.029190751,0.020853801,,,2.186815079,,,2,,0.197559392,0.368,0.039495878,0.020197565,,,2.186815079
2,1,4,1,60,,1,,59,,0.219620386,0.414,0.039903845,0.043481572,,,2.186815079,,,2,,0.191188748,0.414,0.030596608,-0.011310725,,,2.186815079
2,1,4,1,61,,1,,60,,0.188152909,0.276,0.048251244,0.032116603,,,2.123984977,,,2,,0.211618493,0.322,0.004686043,0.004456668,,,2.123984977
2,1,4,1,62,,1,,61,,0.2060689,0.276,0.020951566,0.023663267,,,2.036506854,,,2,,0.202757842,0.276,0.031597214,0.043744617,,,2.036506854
2,1,4,1,63,,1,,62,,0.186036103,0.276,0.041472372,0.039384874,,,2.272232428,,,2,,0.190233533,0.23,0.026931516,0.023546997,,,2.272232428
2,1,4,1,64,,1,,63,,0.183513496,0.276,0.025538976,0.030212526,,,2.153664827,,,2,,0.194191835,0.23,0.013233672,0.013411969,,,2.153664827
2,1,4,1,65,,1,,64,,0.191832229,0.276,-0.002256198,-0.003257491,,,2.036506854,,,2,,0.189310959,0.322,0.010616588,0.002197058,,,2.036506854
2,1,4,1,66,,1,,65,,0.182396988,0.276,0.058582091,0.028660254,,,2.101953419,,,2,,0.192476538,0.23,0.023326777,0.018183159,,,2.101953419
2,1,4,2,2,,1,,1,,0.242797757,0.368,-0.006150636,-0.029637934,,,2.208000044,,,2,,0.242472945,0.322,0.024675897,0.027280364,,,2.208000044
2,1,4,2,3,,1,,2,,0.25701989,0.368,0.032306479,0.040413993,,,2.123984977,,,2,,0.227795678,0.322,0.018948478,0.01517697,,,2.123984977
2,1,4,2,4,,1,,3,,0.261411511,0.552,0.02347243,0.008710084,,,2.208000044,,,2,,0.22725582,0.322,-0.001997126,-0.017524168,,,2.208000044
2,1,4,2,5,,1,,4,,0.225994352,0.414,0.025753514,0.022650091,,,2.20991588,,,2,,0.243293174,0.46,0.033548488,0.015940859,,,2.20991588
2,1,4,2,6,,1,,5,,0.212355161,0.368,0.025008843,0.01715821,,,2.301839311,,,2,,0.235095788,0.368,0.030759348,0.018835016,,,2.301839311
2,1,4,2,7,,1,,6,,0.220278054,0.46,0.01121509,0.005091269,,,2.399066533,,,2,,0.223222038,0.368,0.022330202,0.02210864,,,2.399066533
2,1,4,2,8,,1,,7,,0.198297501,0.414,0.024044806,0.028135521,,,2.48570317,,,2,,0.20662856,0.322,0.03667089,0.025443232,,,2.48570317
2,1,4,2,9,,1,,8,,0.193301268,0.414,-0.021266014,-0.024890006,,,2.668000053,,,2,,0.206687872,0.322,0.001501609,-0.016590117,,,2.668000053
2,1,4,2,10,,1,,9,,0.200284953,0.322,0.016698017,0.017790433,,,3.036000061,,,2,,0.222358031,0.322,0.030108658,0.030301675,,,3.036000061
2,1,4,2,11,,1,,10,,0.233574135,0.46,-0.005727153,-0.00062409,,,3.129352711,,,2,,0.197067407,0.414,0.039980808,0.019918064,,,3.129352711
2,1,4,2,12,,1,,11,,0.225530075,0.46,0.021542486,0.02415204,,,3.129352711,,,2,,0.270661767,0.46,0.015827145,0.016249803,,,3.129352711
2,1,4,2,13,,1,,12,,0.223172845,0.506,0.018501237,0.009001972,,,2.669585789,,,2,,0.211508462,0.368,0.053592111,0.001847759,,,2.669585789
2,1,4,2,14,,1,,13,,0.253273989,0.506,-0.001803357,-0.032746668,,,2.577642385,,,2,,0.226670142,0.46,0.007355354,-0.006916141,,,2.577642385
2,1,4,2,15,,1,,14,,0.245320587,0.46,-0.002056102,-0.01930223,,,2.58256312,,,2,,0.266596251,0.368,0.010516197,-0.002736332,,,2.58256312
2,1,4,2,16,,1,,15,,0.243251748,0.414,0.006096859,-0.008338956,,,2.490805542,,,2,,0.240728174,0.322,0.00756962,0.002959987,,,2.490805542
2,1,4,2,17,,1,,16,,0.249924261,0.368,0.033372522,0.02277407,,,2.329254004,,,2,,0.240065507,0.322,0.02665758,0.021197786,,,2.329254004
2,1,4,2,18,,1,,17,,0.244316885,0.368,0.012362227,-0.011620785,,,2.316500856,,,2,,0.247141319,0.414,-0.002004458,-0.037898771,,,2.316500856
2,1,4,2,19,,1,,18,,0.241715344,0.368,0.006251441,-0.002499013,,,2.215653447,,,2,,0.243791379,0.322,0.023338047,0.010788601,,,2.215653447
2,1,4,2,20,,1,,19,,0.244841712,0.414,0.002626076,-0.01667609,,,2.225183183,,,2,,0.25070568,0.414,0.004844312,0.000724786,,,2.225183183
2,1,4,2,21,,1,,20,,0.236552369,0.506,0.00247081,0.016699732,,,2.238456656,,,2,,0.224333564,0.414,0.016252097,0.042937672,,,2.238456656
2,1,4,2,22,,1,,21,,0.24145516,0.46,0.003763175,0.012422713,,,2.238456656,,,2,,0.232834167,0.414,-0.006186291,-0.008091233,,,2.238456656
2,1,4,2,23,,1,,22,,0.221401821,0.46,-0.006232278,0.012581915,,,2.133924128,,,2,,0.246952269,0.46,0.007237901,0.022642866,,,2.133924128
2,1,4,2,24,,1,,23,,0.224928961,0.506,-0.014476654,0.009175128,,,2.165422866,,,2,,0.222107631,0.46,0.020866312,0.050395188,,,2.165422866
2,1,4,2,25,,1,,24,,0.23601333,0.46,0.021152247,0.004209708,,,2.147761668,,,2,,0.241254742,0.414,0.011956595,-0.005287378,,,2.147761668
2,1,4,2,26,,1,,25,,0.232562398,0.46,0.043309192,0.041806167,,,2.238456656,,,2,,0.208750741,0.322,0.00609971,-0.002535665,,,2.238456656
2,1,4,2,27,,1,,26,,0.205906309,0.322,0.016979569,0.003122659,,,2.133924128,,,2,,0.216094452,0.322,0.002500638,-0.004572507,,,2.133924128
2,1,4,2,28,,1,,27,,0.233282594,0.414,0.023657294,0.019372632,,,2.329254004,,,2,,0.210491251,0.276,0.020975728,0.017062978,,,2.329254004
2,1,4,2,29,,1,,28,,0.219814326,0.322,0.023404361,0.036730824,,,2.316500856,,,2,,0.216610443,0.322,0.014900372,0.025920866,,,2.316500856
2,1,4,2,30,,1,,29,,0.245016325,0.322,0.016740403,0.019236648,,,2.316500856,,,2,,0.236706059,0.322,0.02620908,0.018184,,,2.316500856
2,1,4,2,31,,1,,30,,0.193427715,0.322,0.020375188,0.019952139,,,2.133924128,,,2,,0.210426328,0.368,0.016982811,0.013246808,,,2.133924128
2,1,4,2,32,,1,,31,,0.217046696,0.414,0.018541626,0.027527393,,,2.05718258,,,2,,0.228725556,0.322,0.026834343,0.033817187,,,2.05718258
2,1,4,2,33,,1,,32,,0.221986906,0.46,0.026843024,0.032470701,,,1.966735405,,,2,,0.193314332,0.368,0.031707416,0.03685184,,,1.966735405
2,1,4,2,34,,1,,33,,0.226911146,0.46,0.028795902,0.034429597,,,2.05718258,,,2,,0.220602363,0.414,0.021018627,0.014171812,,,2.05718258
2,1,4,2,35,,1,,34,,0.226209654,0.46,0.043138497,0.054051517,,,2.147761668,,,2,,0.237148046,0.414,0.032068376,0.031323705,,,2.147761668
2,1,4,2,36,,1,,35,,0.243619895,0.46,0.011277923,0.014453927,,,2.133924128,,,2,,0.227340764,0.368,0.013331223,0.010770263,,,2.133924128
2,1,4,2,37,,1,,36,,0.236922714,0.368,0.028167406,0.025030691,,,2.147761668,,,2,,0.234262397,0.368,0.017295128,0.017952982,,,2.147761668
2,1,4,2,38,,1,,37,,0.206236363,0.368,0.03441686,0.039282032,,,2.238456656,,,2,,0.227898332,0.368,0.037701394,0.031963085,,,2.238456656
2,1,4,2,39,,1,,38,,0.232317858,0.368,0.019092146,0.0298163,,,2.329254004,,,2,,0.238531762,0.322,0.015127208,0.012319348,,,2.329254004
2,1,4,2,40,,1,,39,,0.207819514,0.322,0.032197891,0.026306267,,,2.147761668,,,2,,0.209681171,0.322,0.027584824,0.036465199,,,2.147761668
2,1,4,2,41,,1,,40,,0.205683235,0.368,0.0411808,0.044480034,,,2.032346468,,,2,,0.202516254,0.322,0.017412147,0.019117483,,,2.032346468
2,1,4,2,42,,1,,41,,0.197815914,0.322,0.026647347,0.02121683,,,2.05718258,,,2,,0.196628429,0.368,0.005740204,-0.003374312,,,2.05718258
2,1,4,2,43,,1,,42,,0.196567702,0.322,0.008344672,0.007180779,,,1.966735405,,,2,,0.209081386,0.322,0.019637888,0.018804231,,,1.966735405
2,1,4,2,44,,1,,43,,0.190226199,0.322,0.015867638,0.011162035,,,1.860584891,,,2,,0.206072282,0.322,0.01982585,0.018628058,,,1.860584891
2,1,4,2,45,,1,,44,,0.196037628,0.322,0.02928778,0.033488923,,,1.860584891,,,2,,0.194954557,0.23,0.021752572,0.029357559,,,1.860584891
2,1,4,2,46,,1,,45,,0.200906376,0.322,0.012117619,0.014189172,,,1.786316917,,,2,,0.189682082,0.276,0.01260852,0.004185817,,,1.786316917
2,1,4,2,47,,1,,46,,0.202431544,0.322,0.034999356,0.040131916,,,1.786316917,,,2,,0.19293136,0.322,0.020418682,0.021343569,,,1.786316917
2,1,4,2,48,,1,,47,,0.190634838,0.322,0.02093646,0.020201859,,,1.696396214,,,2,,0.203735207,0.322,0.007922028,0.011822459,,,1.696396214
2,1,4,2,49,,1,,48,,0.210324477,0.368,0.010602009,0.017973432,,,1.786316917,,,2,,0.193875551,0.322,0.017430437,0.020558493,,,1.786316917
2,1,4,2,50,,1,,49,,0.200096884,0.368,0.015273912,0.029588209,,,1.807513245,,,2,,0.199973397,0.368,-0.005700593,-0.000209484,,,1.807513245
2,1,4,2,51,,1,,50,,0.214553328,0.414,-0.000220145,0.013457873,,,1.862858057,,,2,,0.211289236,0.368,0.008645811,0.023410089,,,1.862858057
2,1,4,2,52,,1,,51,,0.201484887,0.414,0.010629419,0.022051903,,,1.776815164,,,2,,0.198954249,0.322,0.00657811,0.000964747,,,1.776815164
2,1,4,2,53,,1,,52,,0.208391511,0.414,0.009679995,0.012462818,,,1.896628626,,,2,,0.213636711,0.322,0.017840014,0.012304393,,,1.896628626
2,1,4,2,54,,1,,53,,0.198486366,0.414,-0.004759619,0.004114522,,,1.949445088,,,2,,0.197841835,0.322,0.001698824,0.021690134,,,1.949445088
2,1,4,2,55,,1,,54,,0.201446344,0.46,0.002834733,0.018925715,,,2.036506854,,,2,,0.214218976,0.276,0.011090621,0.026997914,,,2.036506854
2,1,4,2,56,,1,,55,,0.201864388,0.276,0.006513746,0.025429074,,,2.211830056,,,2,,0.227823255,0.276,0.026744193,0.035507022,,,2.211830056
2,1,4,2,57,,1,,56,,0.191011785,0.368,-0.022873681,0.011610758,,,2.153664827,,,2,,0.190089558,0.23,-0.002579448,0.019094048,,,2.153664827
2,1,4,2,58,,1,,57,,0.186503756,0.276,-0.007085404,0.023599844,,,2.211830056,,,2,,0.185418579,0.23,9.25E-05,0.019685203,,,2.211830056
2,1,4,2,59,,1,,58,,0.19168355,0.23,-0.021552325,0.021837549,,,2.186815079,,,2,,0.169984623,0.23,-0.014993972,0.029493883,,,2.186815079
2,1,4,2,60,,1,,59,,0.201289331,0.276,0.001031831,0.025845279,,,2.186815079,,,2,,0.204890283,0.276,0.009277041,0.028409016,,,2.186815079
2,1,4,2,61,,1,,60,,0.215199041,0.46,0.006743013,0.02516179,,,2.123984977,,,2,,0.239857469,0.414,-0.005888703,-0.003727405,,,2.123984977
2,1,4,2,62,,1,,61,,0.213925393,0.46,-0.014410244,0.003529303,,,2.036506854,,,2,,0.213227821,0.368,-0.022779033,0.001887965,,,2.036506854
2,1,4,2,63,,1,,62,,0.201713512,0.46,-0.001835013,0.011468578,,,2.272232428,,,2,,0.196979405,0.368,0.003834786,0.001696704,,,2.272232428
2,1,4,2,64,,1,,63,,0.198975638,0.414,-0.004468601,0.014954594,,,2.153664827,,,2,,0.179736607,0.276,-0.029153189,0.014214145,,,2.153664827
2,1,4,2,65,,1,,64,,0.182226541,0.414,-0.022564386,0.014805885,,,2.036506854,,,2,,0.196172463,0.276,-0.022744058,0.00123062,,,2.036506854
2,1,4,2,66,,1,,65,,0.20058486,0.46,-0.012156466,0.022711553,,,2.101953419,,,2,,0.205987854,0.322,0.006229805,0.029207934,,,2.101953419
2,1,5,1,2,,1,,1,,0.265289894,0.506,0.025201578,-0.002732245,,,4.140000083,,,2,,0.243670626,0.506,-0.026230114,-0.01836242,,,4.140000083
2,1,5,1,3,,1,,2,,0.23425156,0.46,0.025625007,0.015139981,,,4.140000083,,,2,,0.222914453,0.46,0.009790265,0.024707784,,,4.140000083
2,1,5,1,4,,1,,3,,0.269993337,0.552,0.025009342,0.021390916,,,4.141022179,,,2,,0.262052036,0.414,0.027127179,0.03872698,,,4.141022179
2,1,5,1,5,,1,,4,,0.258380894,0.552,0.046581974,0.062769786,,,4.140000083,,,2,,0.264521813,0.414,0.017747912,0.047705808,,,4.140000083
2,1,5,1,6,,1,,5,,0.24993377,0.598,0.0352481,0.041809014,,,3.957069702,,,2,,0.229446566,0.552,0.008585982,0.016193898,,,3.957069702
2,1,5,1,7,,1,,6,,0.211595282,0.552,0.057048606,0.068625184,,,3.589179365,,,2,,0.220044773,0.46,-0.019250369,-0.038611786,,,3.589179365
2,1,5,1,8,,1,,7,,0.216131973,0.506,0.015807622,0.016704139,,,3.221314082,,,2,,0.210486331,0.414,-0.008250615,-0.011969688,,,3.221314082
2,1,5,1,9,,1,,8,,0.220469421,0.506,0.013882117,0.001673532,,,3.03739368,,,2,,0.223350057,0.414,0.024129595,0.028210821,,,3.03739368
2,1,5,1,10,,1,,9,,0.232999554,0.506,0.011927373,0.014806674,,,2.761532963,,,2,,0.205367294,0.368,0.015679912,0.015242349,,,2.761532963
2,1,5,1,11,,1,,10,,0.223660407,0.46,0.021936324,0.020150326,,,2.766126589,,,2,,0.220249118,0.368,0.005242045,-0.002736434,,,2.766126589
2,1,5,1,12,,1,,11,,0.234927193,0.46,0.008319231,0.021535875,,,2.956909256,,,2,,0.209958903,0.414,0.005097533,-0.003021891,,,2.956909256
2,1,5,1,13,,1,,12,,0.227041837,0.46,0.0236385,0.016107569,,,3.332381797,,,2,,0.23919381,0.414,0.013635422,0.009787121,,,3.332381797
2,1,5,1,14,,1,,13,,0.250221409,0.506,0.027401618,0.029309279,,,3.592714923,,,2,,0.230106396,0.368,0.010519521,0.005711864,,,3.592714923
2,1,5,1,15,,1,,14,,0.218533673,0.414,0.020819274,0.019945932,,,3.782084157,,,2,,0.230282955,0.368,0.026427243,0.023254761,,,3.782084157
2,1,5,1,16,,1,,15,,0.200278083,0.46,0.005848799,0.000597396,,,3.69033556,,,2,,0.213276075,0.414,0.007805701,-0.002581216,,,3.69033556
2,1,5,1,17,,1,,16,,0.227056087,0.506,0.049453933,0.054900321,,,3.891284699,,,2,,0.21673112,0.414,0.014964155,0.020124603,,,3.891284699
2,1,5,1,18,,1,,17,,0.201568847,0.46,0.025130158,0.025394324,,,4.149189883,,,2,,0.226273782,0.368,0.007401861,0.001680203,,,4.149189883
2,1,5,1,19,,1,,18,,0.191717987,0.46,0.043851698,0.043948077,,,4.240990535,,,2,,0.180481019,0.322,0.03444067,0.034612232,,,4.240990535
2,1,5,1,20,,1,,19,,0.210666423,0.414,0.023031016,0.01981101,,,4.156323458,,,2,,0.235001063,0.368,0.031137822,0.032129735,,,4.156323458
2,1,5,1,21,,1,,20,,0.236761479,0.46,0.032100824,0.036190289,,,4.144086955,,,2,,0.208000155,0.368,0.036421405,0.046520181,,,4.144086955
2,1,5,1,22,,1,,21,,0.229043054,0.46,0.011369215,0.011717392,,,3.698354303,,,2,,0.230059961,0.46,0.007204087,-0.002559827,,,3.698354303
2,1,5,1,23,,1,,22,,0.236619101,0.506,0.030894892,0.027089666,,,3.332381797,,,2,,0.238513458,0.414,0.033476712,0.0327482,,,3.332381797
2,1,5,1,24,,1,,23,,0.229615892,0.46,0.019926553,0.013790702,,,3.161642674,,,2,,0.25712757,0.414,0.031520826,0.01954398,,,3.161642674
2,1,5,1,25,,1,,24,,0.208534059,0.46,0.008097375,0.004456592,,,3.070650807,,,2,,0.212775528,0.414,-0.003666732,-0.010739754,,,3.070650807
2,1,5,1,26,,1,,25,,0.208839022,0.46,0.025132483,0.031109034,,,3.103551576,,,2,,0.214437436,0.414,0.020129503,0.034419456,,,3.103551576
2,1,5,1,27,,1,,26,,0.214956715,0.46,0.014942303,0.012238142,,,3.240960416,,,2,,0.227603718,0.368,-0.00210399,-0.016850008,,,3.240960416
2,1,5,1,28,,1,,27,,0.213385936,0.506,-0.003035507,-0.001082924,,,3.343791926,,,2,,0.226152753,0.414,0.027138519,0.022397786,,,3.343791926
2,1,5,1,29,,1,,28,,0.211561223,0.506,-0.007082512,-0.011291085,,,3.434940534,,,2,,0.214924854,0.368,0.019263907,0.013004474,,,3.434940534
2,1,5,1,30,,1,,29,,0.202078371,0.552,-0.02573535,-0.034210319,,,3.46438342,,,2,,0.224182159,0.46,0.026573131,0.007567822,,,3.46438342
2,1,5,1,31,,1,,30,,0.282409644,0.598,-0.007660904,-0.02666725,,,3.32475329,,,2,,0.313729479,0.506,-0.019669652,-0.050396468,,,3.32475329
2,1,5,1,32,,1,,31,,0.307961287,0.598,0.024668244,0.028437133,,,3.303043511,,,2,,0.290322517,0.506,0.024405463,0.041084564,,,3.303043511
2,1,5,1,33,,1,,32,,0.302645002,0.598,0.000122671,-0.021903315,,,3.146884236,,,2,,0.32407114,0.46,-0.003044977,-0.013834439,,,3.146884236
2,1,5,1,34,,1,,33,,0.262098656,0.506,0.034865677,0.03255208,,,2.923805798,,,2,,0.264101392,0.46,0.03632569,0.015738968,,,2.923805798
2,1,5,1,35,,1,,34,,0.212197864,0.506,0.004612793,-0.001115869,,,2.99530305,,,2,,0.21479251,0.414,0.002067909,-0.010918137,,,2.99530305
2,1,5,1,36,,1,,35,,0.23201579,0.506,0.018194689,0.004996977,,,3.034605801,,,2,,0.2400987,0.46,0.035280474,0.030870768,,,3.034605801
2,1,5,1,37,,1,,36,,0.242959896,0.46,0.040878346,0.041841621,,,3.058221767,,,2,,0.231278783,0.414,0.008845132,-0.000141449,,,3.058221767
2,1,5,1,38,,1,,37,,0.272587105,0.46,0.029851072,0.051857259,,,3.260488372,,,2,,0.225890581,0.368,0.014210334,0.021098701,,,3.260488372
2,1,5,1,39,,1,,38,,0.293890956,0.506,0.022786721,0.032340071,,,3.348850616,,,2,,0.297263155,0.506,0.006417284,0.003223526,,,3.348850616
2,1,5,1,40,,1,,39,,0.290667931,0.552,0.019498615,0.025892676,,,3.639527515,,,2,,0.328831525,0.552,0.028397445,0.038031387,,,3.639527515
2,1,5,1,41,,1,,40,,0.302422813,0.598,-0.016690189,-0.006401706,,,3.882574481,,,2,,0.296225646,0.506,0.007125918,-0.032329982,,,3.882574481
2,1,5,1,42,,1,,41,,0.296369523,0.598,0.00675725,0.006887373,,,3.994326056,,,2,,0.308560882,0.506,0.006426775,-0.0347924,,,3.994326056
2,1,5,1,43,,1,,42,,0.279408219,0.552,0.003805426,0.02022541,,,4.044862501,,,2,,0.277755744,0.46,0.031315868,0.035640789,,,4.044862501
2,1,5,1,44,,1,,43,,0.294021292,0.506,0.037605456,0.061562853,,,4.044862501,,,2,,0.258042995,0.414,0.030885321,0.035226032,,,4.044862501
2,1,5,1,45,,1,,44,,0.247263754,0.46,0.010180556,-0.006272029,,,4.132838333,,,2,,0.241657603,0.414,0.011283891,-0.003741898,,,4.132838333
2,1,5,1,46,,1,,45,,0.241712473,0.46,0.015741103,-0.007932241,,,3.551247739,,,2,,0.264482946,0.46,-0.000569723,-0.000647526,,,3.551247739
2,1,5,1,47,,1,,46,,0.217243891,0.46,0.023728571,0.018329992,,,3.200225056,,,2,,0.260650563,0.414,0.012267503,-0.009473887,,,3.200225056
2,1,5,1,48,,1,,47,,0.24600456,0.46,0.013819774,0.007323757,,,2.972611033,,,2,,0.246886337,0.414,0.019361076,0.017211641,,,2.972611033
2,1,5,1,49,,1,,48,,0.229278992,0.46,0.031492907,0.034025938,,,2.853483542,,,2,,0.243850142,0.414,0.027305511,0.026062496,,,2.853483542
2,1,5,1,50,,1,,49,,0.241735723,0.46,0.028534383,0.029855796,,,2.962628622,,,2,,0.238910753,0.368,0.010051518,-0.012834993,,,2.962628622
2,1,5,1,51,,1,,50,,0.22354382,0.506,0.012353731,0.019836045,,,2.962628622,,,2,,0.228283284,0.414,0.035798397,0.039333334,,,2.962628622
2,1,5,1,52,,1,,51,,0.233834552,0.506,0.025688613,0.026943216,,,3.045742007,,,2,,0.223803548,0.368,0.025574318,0.030886247,,,3.045742007
2,1,5,1,53,,1,,52,,0.233909012,0.506,0.036806265,0.036580415,,,3.252691259,,,2,,0.22911507,0.368,0.036261897,0.044350204,,,3.252691259
2,1,5,1,54,,1,,53,,0.214897806,0.46,0.000705583,0.0030577,,,3.415170928,,,2,,0.235867833,0.368,0.011860748,0.017381103,,,3.415170928
2,1,5,1,55,,1,,54,,0.232615663,0.46,0.024600683,0.024005239,,,3.374030299,,,2,,0.258313375,0.414,0.025342858,0.018820411,,,3.374030299
2,1,5,1,56,,1,,55,,0.243228316,0.46,0.020556089,0.022035395,,,3.374030299,,,2,,0.225905704,0.368,0.025274074,0.034953888,,,3.374030299
2,1,5,1,57,,1,,56,,0.252302978,0.414,0.015158616,0.028721808,,,3.539310738,,,2,,0.270468057,0.414,0.006611043,-0.019239234,,,3.539310738
2,1,5,1,58,,1,,57,,0.228134714,0.368,0.029602708,0.032118524,,,3.497210387,,,2,,0.2719894,0.368,0.035601446,0.03372022,,,3.497210387
2,1,5,1,59,,1,,58,,0.250981701,0.414,0.028212519,0.046295001,,,3.209468556,,,2,,0.277247224,0.368,0.011040043,0.036858306,,,3.209468556
2,1,5,1,60,,1,,59,,0.241070464,0.46,0.021526892,0.038994799,,,3.00376836,,,2,,0.221240018,0.368,0.042095131,0.048721059,,,3.00376836
2,1,5,1,61,,1,,60,,0.25282375,0.46,0.016210411,0.012486395,,,3.00376836,,,2,,0.235873071,0.414,0.025200315,0.025628563,,,3.00376836
2,1,5,1,62,,1,,61,,0.235049672,0.46,0.021115924,0.013488144,,,3.047131171,,,2,,0.238299441,0.368,0.008669556,-0.002961809,,,3.047131171
2,1,5,1,63,,1,,62,,0.248399975,0.414,0.017282554,0.011659537,,,3.209468556,,,2,,0.241343689,0.414,0.010548544,-0.016573155,,,3.209468556
2,1,5,1,64,,1,,63,,0.258268019,0.46,0.043929249,0.039173462,,,3.209468556,,,2,,0.271685867,0.414,0.042014804,0.054432376,,,3.209468556
2,1,5,1,65,,1,,64,,0.251594407,0.46,0.013755524,0.008032553,,,3.333651518,,,2,,0.227986794,0.368,0.030430018,0.036818682,,,3.333651518
2,1,5,1,66,,1,,65,,0.242973043,0.414,0.010414034,0.003332935,,,3.458270157,,,2,,0.237932803,0.414,0.024594216,0.021499787,,,3.458270157
2,1,5,2,2,,1,,1,,0.187123182,0.368,0.022150595,0.023649438,,,4.140000083,,,2,,0.184317649,0.322,0.035452648,0.030945569,,,4.140000083
2,1,5,2,3,,1,,2,,0.19340331,0.414,0.024667306,0.019603317,,,4.140000083,,,2,,0.194813303,0.322,0.015067482,0.006252494,,,4.140000083
2,1,5,2,4,,1,,3,,0.225048521,0.414,0.013611472,0.009725279,,,4.141022179,,,2,,0.219412207,0.368,0.018847978,0.019779858,,,4.141022179
2,1,5,2,5,,1,,4,,0.20069227,0.414,0.026939741,0.028523408,,,4.140000083,,,2,,0.219276669,0.322,0.015352017,0.014054595,,,4.140000083
2,1,5,2,6,,1,,5,,0.22197919,0.46,0.017613407,0.01816747,,,3.957069702,,,2,,0.208373516,0.322,0.036130884,0.042307345,,,3.957069702
2,1,5,2,7,,1,,6,,0.208080381,0.414,0.043075118,0.039807819,,,3.589179365,,,2,,0.21380622,0.368,0.020683473,0.012325641,,,3.589179365
2,1,5,2,8,,1,,7,,0.205858539,0.322,0.035756075,0.036977297,,,3.221314082,,,2,,0.208979619,0.368,0.027500353,0.039888289,,,3.221314082
2,1,5,2,9,,1,,8,,0.199590724,0.368,0.052534147,0.055454585,,,3.03739368,,,2,,0.240918854,0.414,0.022858739,0.031309477,,,3.03739368
2,1,5,2,10,,1,,9,,0.2014017,0.414,0.014441061,0.015348494,,,2.761532963,,,2,,0.192598074,0.322,0.029691456,0.029268661,,,2.761532963
2,1,5,2,11,,1,,10,,0.186979899,0.414,0.03924006,0.03613148,,,2.766126589,,,2,,0.200223869,0.368,0.030199428,0.025586049,,,2.766126589
2,1,5,2,12,,1,,11,,0.179076471,0.414,0.020288368,0.021145712,,,2.956909256,,,2,,0.188061335,0.368,0.024176609,0.025667018,,,2.956909256
2,1,5,2,13,,1,,12,,0.203345538,0.414,0.004918518,-0.001563787,,,3.332381797,,,2,,0.191010829,0.322,0.042900702,0.050244703,,,3.332381797
2,1,5,2,14,,1,,13,,0.197508061,0.414,-0.000189229,-0.006292806,,,3.592714923,,,2,,0.198465537,0.322,-0.007157274,-0.016113122,,,3.592714923
2,1,5,2,15,,1,,14,,0.194215083,0.414,-0.013258225,-0.013662373,,,3.782084157,,,2,,0.198799232,0.368,0.008271843,0.009394872,,,3.782084157
2,1,5,2,16,,1,,15,,0.231571169,0.46,0.005749729,0.012896864,,,3.69033556,,,2,,0.227505921,0.368,0.024597277,0.024510749,,,3.69033556
2,1,5,2,17,,1,,16,,0.223830979,0.46,-0.00474695,-0.008801415,,,3.891284699,,,2,,0.222252804,0.414,0.030939363,0.030753837,,,3.891284699
2,1,5,2,18,,1,,17,,0.210576637,0.414,0.021752017,0.026845336,,,4.149189883,,,2,,0.223674753,0.414,0.028681233,0.021011973,,,4.149189883
2,1,5,2,19,,1,,18,,0.215168596,0.46,0.011667235,0.00929631,,,4.240990535,,,2,,0.20581046,0.368,0.03641033,0.038920109,,,4.240990535
2,1,5,2,20,,1,,19,,0.222193434,0.46,0.004705246,0.006213503,,,4.156323458,,,2,,0.218187099,0.368,0.006922885,0.002369654,,,4.156323458
2,1,5,2,21,,1,,20,,0.23077642,0.552,-0.022152941,0.002680489,,,4.144086955,,,2,,0.211589264,0.506,-0.026337901,-0.016890642,,,4.144086955
2,1,5,2,22,,1,,21,,0.205757126,0.414,0.006229283,0.004808263,,,3.698354303,,,2,,0.211730399,0.414,0.02275691,0.022410595,,,3.698354303
2,1,5,2,23,,1,,22,,0.200078344,0.414,0.030948089,0.036900654,,,3.332381797,,,2,,0.222281939,0.414,0.006021077,0.000472794,,,3.332381797
2,1,5,2,24,,1,,23,,0.239532169,0.46,0.016568383,-0.001268038,,,3.161642674,,,2,,0.233065438,0.414,0.00662253,-0.008480088,,,3.161642674
2,1,5,2,25,,1,,24,,0.227968814,0.46,-0.000570734,0.004604988,,,3.070650807,,,2,,0.223017357,0.414,0.035102392,0.039700409,,,3.070650807
2,1,5,2,26,,1,,25,,0.241926451,0.506,0.02404844,0.041887812,,,3.103551576,,,2,,0.231520203,0.414,0.027523002,0.027822448,,,3.103551576
