condition: 1 = control 2 = TSA,Cell index,Channel,KT pairs,KT,Time,,index,KT detect,widthX,widthY,raw tiltangle,elongationratio,semiaxesratio,tail,direction of tail,length of tail,,KK dist,path,,condition: 2 = TSA,Cell index,Channel,KT pairs,KT,Time,,index,KT detect,widthX,widthY,raw tiltangle,elongationratio,semiaxesratio,tail,direction of tail,length of tail,,KK dist,path
2,1,1,5,1,65,/,64,TRUE,0.258742319,0.190090906,2.835299329,0.349541109,0.650458891,FALSE,,"0.046*""""",//,3.333651518,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_12 to Track_12.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,1,65,/,64,TRUE,0.237180028,0.203190006,2.847764123,0.166320734,0.833679266,FALSE,,"0.046*""""",//,3.333651518,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_12 to Track_12.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,1,66,/,65,TRUE,0.24927345,0.176997026,2.961689368,0.327839134,0.672160866,FALSE,,"0.046*""""",//,3.458270157,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_12 to Track_12.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,1,66,/,65,TRUE,0.246651951,0.193026424,2.851495344,0.332616539,0.667383461,FALSE,,"0.046*""""",//,3.458270157,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_12 to Track_12.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,2,/,1,TRUE,0.191406657,0.236186669,-1.703546807,0.205357804,0.794642196,FALSE,,"0.046*""""",//,4.140000083,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,2,/,1,TRUE,0.190312714,0.230813675,-1.853994988,0.194667348,0.805332652,FALSE,,"0.046*""""",//,4.140000083,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,3,/,2,TRUE,0.200043883,0.231629881,-1.847580526,0.083056517,0.916943483,FALSE,,"0.046*""""",//,4.140000083,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,3,/,2,TRUE,0.205260712,0.212899912,-1.544525092,0.103941309,0.896058691,FALSE,,"0.046*""""",//,4.140000083,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,4,/,3,TRUE,0.231478472,0.23762507,2.391400947,0.122251742,0.877748258,FALSE,,"0.046*""""",//,4.141022179,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,4,/,3,TRUE,0.22919926,0.19016152,2.990640021,0.250176479,0.749823521,FALSE,,"0.046*""""",//,4.141022179,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,5,/,4,TRUE,0.20960162,0.21445376,2.836399582,0.149485973,0.850514027,FALSE,,"0.046*""""",//,4.140000083,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,5,/,4,TRUE,0.222318023,0.183526278,3.141592654,0.140560436,0.859439564,FALSE,,"0.046*""""",//,4.140000083,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,6,/,5,TRUE,0.228781995,0.216045415,2.507977287,0.233791008,0.766208992,FALSE,,"0.046*""""",//,3.957069702,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,6,/,5,TRUE,0.215818499,0.20764162,2.415268847,0.270506445,0.729493555,FALSE,,"0.046*""""",//,3.957069702,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,7,/,6,TRUE,0.215118541,0.219362469,-0.785493329,0.248999675,0.751000325,FALSE,,"0.046*""""",//,3.589179365,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,7,/,6,TRUE,0.222011126,0.197442158,2.52279243,0.310359482,0.689640518,FALSE,,"0.046*""""",//,3.589179365,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,8,/,7,TRUE,0.214455776,0.236028085,-0.973683497,0.281886626,0.718113374,FALSE,,"0.046*""""",//,3.221314082,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,8,/,7,TRUE,0.21514271,0.235724624,2.375757974,0.36643136,0.63356864,FALSE,,"0.046*""""",//,3.221314082,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,9,/,8,TRUE,0.205722153,0.243599012,-1.2162181,0.213026788,0.786973212,FALSE,,"0.046*""""",//,3.03739368,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,9,/,8,TRUE,0.247978371,0.227193546,-0.949532134,0.260686315,0.739313685,FALSE,,"0.046*""""",//,3.03739368,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,10,/,9,TRUE,0.208527531,0.252862152,-1.949898761,0.160159258,0.839840742,FALSE,,"0.046*""""",//,2.761532963,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,10,/,9,TRUE,0.197310675,0.251210274,-2.35619449,0.122306662,0.877693338,FALSE,,"0.046*""""",//,2.761532963,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,11,/,10,TRUE,0.192151482,0.261548214,-1.7427982,0.238912829,0.761087171,FALSE,,"0.046*""""",//,2.766126589,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,11,/,10,TRUE,0.210329941,0.237495317,-2.382114642,0.052464243,0.947535757,FALSE,,"0.046*""""",//,2.766126589,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,12,/,11,TRUE,0.184771657,0.26917552,-1.933166146,0.216675821,0.783324179,FALSE,,"0.046*""""",//,2.956909256,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,12,/,11,TRUE,0.197913341,0.244698833,-2.090552278,0.16305972,0.83694028,FALSE,,"0.046*""""",//,2.956909256,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,13,/,12,TRUE,0.211652816,0.235674475,-2.189962209,0.32616187,0.67383813,FALSE,,"0.046*""""",//,3.332381797,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,13,/,12,TRUE,0.194954222,0.202035112,-2.35619449,0.257716502,0.742283498,FALSE,,"0.046*""""",//,3.332381797,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,14,/,13,TRUE,0.204557928,0.248406861,-2.053276679,0.227447061,0.772552939,FALSE,,"0.046*""""",//,3.592714923,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,14,/,13,TRUE,0.204604779,0.246204351,-2.154123393,0.366279538,0.633720462,FALSE,,"0.046*""""",//,3.592714923,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,15,/,14,TRUE,0.202511533,0.236923903,-2.17477051,0.434124405,0.565875595,FALSE,,"0.046*""""",//,3.782084157,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,15,/,14,TRUE,0.207026953,0.208403312,-2.337037203,0.365759266,0.634240734,FALSE,,"0.046*""""",//,3.782084157,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,16,/,15,TRUE,0.240517809,0.248394834,-2.380479293,0.3736314,0.6263686,FALSE,,"0.046*""""",//,3.69033556,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,16,/,15,TRUE,0.234384007,0.2052838,-2.413005409,0.309562585,0.690437415,FALSE,,"0.046*""""",//,3.69033556,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,17,/,16,TRUE,0.232455319,0.211202976,-2.376872349,0.347412144,0.652587856,FALSE,,"0.046*""""",//,3.891284699,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,17,/,16,TRUE,0.232395709,0.201104106,-2.533630737,0.252915739,0.747084261,FALSE,,"0.046*""""",//,3.891284699,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,18,/,17,TRUE,0.221339214,0.24015058,-2.251987008,0.303147456,0.696852544,FALSE,,"0.046*""""",//,4.149189883,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,18,/,17,TRUE,0.232193373,0.249110568,-2.601623117,0.235542008,0.764457992,FALSE,,"0.046*""""",//,4.149189883,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,19,/,18,TRUE,0.222621157,0.242353097,-2.281981128,0.304081705,0.695918295,FALSE,,"0.046*""""",//,4.240990535,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,19,/,18,TRUE,0.213305448,0.21281525,-2.333050271,0.204588941,0.795411059,FALSE,,"0.046*""""",//,4.240990535,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,20,/,19,TRUE,0.229333228,0.234249238,-2.372450608,0.280328505,0.719671495,FALSE,,"0.046*""""",//,4.156323458,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,20,/,19,TRUE,0.225760333,0.216441758,-2.605278151,0.274193998,0.725806002,FALSE,,"0.046*""""",//,4.156323458,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,21,/,20,TRUE,0.242103647,0.220501528,-2.59279971,0.348047608,0.651952392,FALSE,,"0.046*""""",//,4.144086955,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,21,/,20,TRUE,0.229112965,0.209457667,-2.61503455,0.424002697,0.575997303,FALSE,,"0.046*""""",//,4.144086955,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,22,/,21,TRUE,0.213896219,0.257203845,-1.944476909,0.165432522,0.834567478,FALSE,,"0.046*""""",//,3.698354303,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,22,/,21,TRUE,0.221343933,0.244954785,-2.185585046,0.179955866,0.820044134,FALSE,,"0.046*""""",//,3.698354303,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,23,/,22,TRUE,0.209468298,0.29267733,-1.925929491,0.156128474,0.843871526,FALSE,,"0.046*""""",//,3.332381797,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,23,/,22,TRUE,0.231019113,0.260013103,-1.093499761,0.119382541,0.880617459,FALSE,,"0.046*""""",//,3.332381797,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,24,/,23,TRUE,0.246637652,0.282970074,-2.215451549,0.286729079,0.713270921,FALSE,,"0.046*""""",//,3.161642674,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,24,/,23,TRUE,0.242149483,0.270732405,-2.290865042,0.369506723,0.630493277,FALSE,,"0.046*""""",//,3.161642674,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,25,/,24,TRUE,0.23479437,0.250025578,-2.292257193,0.244759163,0.755240837,FALSE,,"0.046*""""",//,3.070650807,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,25,/,24,TRUE,0.232421329,0.22179137,-2.580757056,0.202847043,0.797152957,FALSE,,"0.046*""""",//,3.070650807,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,26,/,25,TRUE,0.249405021,0.284425794,-1.561187521,0.128630819,0.871369181,FALSE,,"0.046*""""",//,3.103551576,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,26,/,25,TRUE,0.240970222,0.2469843,-2.146744765,0.115772492,0.884227508,FALSE,,"0.046*""""",//,3.103551576,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,27,/,26,TRUE,0.212312612,0.326010822,-1.919806466,0.101116878,0.898883122,FALSE,,"0.046*""""",//,3.240960416,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,27,/,26,TRUE,0.217013623,0.256705092,-1.43961872,0.189054986,0.810945014,FALSE,,"0.046*""""",//,3.240960416,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,28,/,27,TRUE,0.241401948,0.296812162,2.63555396,0.129785614,0.870214386,FALSE,,"0.046*""""",//,3.343791926,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,28,/,27,TRUE,0.237769489,0.244345855,2.687118327,0.111931939,0.888068061,FALSE,,"0.046*""""",//,3.343791926,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,29,/,28,TRUE,0.215548773,0.294612015,-0.963384825,0.134003402,0.865996598,FALSE,,"0.046*""""",//,3.434940534,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,29,/,28,TRUE,0.236864478,0.265649925,-1.163048525,0.058930695,0.941069305,FALSE,,"0.046*""""",//,3.434940534,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,30,/,29,TRUE,0.248960973,0.28115725,-0.935085768,0.138873704,0.861126296,FALSE,,"0.046*""""",//,3.46438342,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,30,/,29,TRUE,0.223957367,0.26096259,-0.960078907,0.164771434,0.835228566,FALSE,,"0.046*""""",//,3.46438342,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,31,/,30,TRUE,0.211600849,0.271919798,-1.379788413,0.200880848,0.799119152,FALSE,,"0.046*""""",//,3.32475329,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,31,/,30,TRUE,0.213560399,0.226828455,-0.901378227,0.147289653,0.852710347,FALSE,,"0.046*""""",//,3.32475329,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,32,/,31,TRUE,0.228613833,0.287215515,-1.269445888,0.15290493,0.84709507,FALSE,,"0.046*""""",//,3.303043511,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,32,/,31,TRUE,0.224775818,0.240738595,2.467932791,0.166744143,0.833255857,FALSE,,"0.046*""""",//,3.303043511,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,33,/,32,TRUE,0.237574735,0.315150393,-1.212559771,0.117306736,0.882693264,FALSE,,"0.046*""""",//,3.146884236,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,33,/,32,TRUE,0.230113521,0.29536305,-0.953558591,0.167739042,0.832260958,FALSE,,"0.046*""""",//,3.146884236,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
2,1,1,5,2,34,/,33,TRUE,0.243584505,0.28399902,-0.802408405,0.273843505,0.726156495,FALSE,,"0.046*""""",//,2.923805798,"D:\combine0802\tsa\d3c1\ch1\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv",////,2,1,2,5,2,34,/,33,TRUE,0.237928131,0.315526928,-0.976161301,0.340830167,0.659169833,FALSE,,"0.046*""""",//,2.923805798,"D:\combine0802\tsa\d3c1\ch2\8.-12\Path from Track_8 to Track_8.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 9}, Day]0908resultXYnew\newMethod\8.-12_(+-1)_NewResult_0908XYnew.csv"
