"condition","Cell index","KT pairs","KT","Time","move X","move Y","move Z","move interval","WidthX Ch1 (normalized)","tail or not ch1","tail direction ch1","WidthX Ch2 (normalized)","tail or not ch2","tail direction ch2","location X","location Y","location Z","frame"
1,3,11,1,15,-0.050658899686203185,0.05464415902193487,0.05941427961548518,-1,0.944629825551635,"False","",0.9512396674279303,"False","",0.39581314539122125,-0.09429466427678435,0.13970916049620796,15
1,3,11,1,16,-0.055993482760785085,0.16487262861096852,0.004904384544720863,-1,0.9012907536582422,"False","",0.9178178693634348,"False","",0.44647204507742444,-0.14893882329871921,0.08029488088072279,16
1,3,11,1,17,0.020515382434913576,0.03541450250100375,0.07081732735474855,-1,0.8726035528676733,"False","",0.9090118698045835,"False","",0.5024655278382095,-0.31381145190968773,0.07539049633600192,17
1,3,11,1,18,0.07726200507263314,-0.009878975487808361,-0.01965844735007205,-1,0.927887088046145,"False","",0.9490171279462225,"False","",0.48195014540329595,-0.3492259544106915,0.004573168981253373,18
1,3,11,1,19,0.1719817236562342,-0.007817639078565364,-0.008150983050284166,-1,0.9621443284712448,"False","",0.9863285694221476,"False","",0.4046881403306628,-0.3393469789228831,0.024231616331325423,19
1,3,11,1,20,0.1608436292211355,-0.08450790142010689,0.09187534723153523,-1,0.9968101657857381,"False","",1.0660434807570507,"False","",0.2327064166744286,-0.33152933984431776,0.03238259938160959,20
1,3,11,1,21,-0.008722422886787484,-0.08822446692323638,-0.01009573640020256,-1,0.9823111931491587,"False","",1.0237075365879995,"False","",0.07186278745329311,-0.24702143842421087,-0.05949274784992564,21
1,3,11,1,22,-0.03357592318709024,-0.20180054773046585,0.052274500144108726,-1,0.9638006655976628,"False","",0.925528780763412,"False","",0.08058521034008059,-0.1587969715009745,-0.04939701144972308,22
1,3,11,1,23,0.09486601121594518,-0.16482295495071853,0.11171466677442732,-1,0.8649609562023954,"False","",0.935931709881997,"False","",0.11416113352717083,0.04300357622949136,-0.10167151159383181,23
1,3,11,1,24,0.13951539673973734,0.05901159597606487,0.031542608721104703,-1,0.8413085976571939,"False","",0.9873865926913064,"False","",0.019295122311225654,0.20782653118020988,-0.21338617836825913,24
1,3,11,1,25,0.01445579337575964,0.11340132809074,-0.046616107563577036,-1,1.0124159781946926,"False","",0.9395263825628165,"False","",-0.12022027442851169,0.14881493520414502,-0.24492878708936383,25
1,3,11,1,26,-0.030721695817714334,0.12006978626848053,-0.011012657513935431,-1,0.9490941667826621,"False","",0.9124613840320749,"False","",-0.13467606780427133,0.03541360711340502,-0.1983126795257868,26
1,3,11,1,27,-0.1774175507481175,0.066553825035367,-0.02031189924517718,-1,0.9188348919048683,"False","",0.8687278189701234,"False","",-0.10395437198655699,-0.0846561791550755,-0.18730002201185136,27
1,3,11,1,28,-0.07067960774675619,0.16589882963026348,-0.0318972904873287,-1,0.9682906478033113,"False","",0.9549541941962317,"False","",0.0734631787615605,-0.1512100041904425,-0.16698812276667419,28
1,3,11,1,29,0.05421010424001693,0.09639160896200849,0.027108318534584175,-1,1.010304094511396,"False","",1.000844201515132,"False","",0.1441427865083167,-0.317108833820706,-0.13509083227934549,29
1,3,11,1,30,0.039992263076651824,-0.08794678639702447,-0.06089677971173235,-1,1.0468607551350169,"False","",1.0639873509322848,"False","",0.08993268226829976,-0.4135004427827145,-0.16219915081392966,30
1,3,11,1,31,-0.05534014062067705,-0.010248196129932552,0.0784519400818432,-1,1.1570830343181033,"False","",1.0636993582103278,"False","",0.04994041919164793,-0.32555365638569,-0.10130237110219731,31
1,3,11,1,32,0.12146143803849085,0.021459900722481606,0.015702845946898192,-1,1.1186377732784427,"False","",1.0478973388463864,"False","",0.10528055981232498,-0.31530546025575745,-0.1797543111840405,32
1,3,11,1,33,0.13710766730602764,-0.12467112217973764,-0.019153567320815856,-1,1.1019637600974768,"False","",1.191758359812643,"False","",-0.016180878226165873,-0.33676536097823906,-0.1954571571309387,33
1,3,11,1,34,-0.033014586327855255,-0.07523416536449012,-0.0029111285464179515,-1,1.2514949358801433,"False","",1.1376265513325898,"False","",-0.1532885455321935,-0.21209423879850142,-0.17630358981012284,34
1,3,11,1,35,-0.005339416911724015,0.006766813771248437,-0.02807832429838708,-1,1.212667258081252,"False","",1.1595473576509392,"False","",-0.12027395920433825,-0.1368600734340113,-0.1733924612637049,35
1,3,11,1,36,-0.01313187450027442,-0.13172378913298743,0.0225467226758036,-1,1.1132254545510754,"False","",1.1153695387614155,"False","",-0.11493454229261424,-0.14362688720525973,-0.1453141369653178,36
1,3,11,1,37,0.0385228045656163,-0.11142079953432571,0.005635412211394408,-1,0.9807944601078553,"False","",0.973156904374891,"False","",-0.10180266779233982,-0.0119030980722723,-0.1678608596411214,37
1,3,11,1,38,0.08905905561987382,-0.11879113009644726,0.051261596147962885,-1,1.0781806761499388,"False","",1.0999150990078053,"False","",-0.14032547235795612,0.09951770146205341,-0.17349627185251582,38
1,3,11,1,39,0.015562151845598393,-0.10978819843914245,-0.0016548041001860359,-1,0.9327467444636681,"False","",0.958340612984185,"False","",-0.22938452797782993,0.21830883155850067,-0.2247578680004787,39
1,3,11,1,40,0.015351593446025547,-0.02282462289071674,0.00006322887974596902,-1,0.9059958208263313,"False","",0.9619262330968653,"False","",-0.24494667982342833,0.3280970299976431,-0.22310306390029266,40
1,3,11,1,41,0.002835395149322295,0.08349839383123125,-0.05478696379352721,-1,1.0231719612161105,"False","",1.1039621196442435,"False","",-0.2602982732694539,0.35092165288835986,-0.22316629278003863,41
1,3,11,1,42,0.17484694323255034,-0.06333636072981719,-0.07406917427892512,-1,1.115183113007802,"False","",1.0805939760074694,"False","",-0.26313366841877617,0.2674232590571286,-0.16837932898651142,42
1,3,11,1,43,0.03984698423039923,-0.006225743642813697,-0.018327204263405505,-1,1.0957292322512615,"False","",1.0710493251426076,"False","",-0.4379806116513265,0.3307596197869458,-0.0943101547075863,43
1,3,11,1,44,-0.04642784746399897,0.02802308259814268,-0.08638000972809512,-1,0.9887217935931985,"False","",1.0917656834334912,"False","",-0.47782759588172574,0.3369853634297595,-0.0759829504441808,44
1,3,11,1,45,-0.013875127821890487,-0.10735698682878514,-0.05241542615285211,-1,1.120193611493561,"False","",1.0861598078015886,"False","",-0.43139974841772677,0.3089622808316168,0.010397059283914323,45
1,3,11,1,46,0.03274162667011993,0.12851979691014748,0.015902551164759582,-1,1.0613868132628097,"False","",1.027957033284509,"False","",-0.4175246205958363,0.41631926766040195,0.06281248543676643,46
1,3,11,1,47,-0.05752078476769107,0.011051542937931202,0.02964836691457784,-1,0.9975047017098778,"False","",0.9264618498717186,"False","",-0.4502662472659562,0.28779947075025447,0.04690993427200685,47
1,3,11,1,48,0.08990476391314495,0.2571762362139225,-0.02609562665158449,-1,1.07793350990518,"False","",1.0835186807984523,"False","",-0.39274546249826514,0.27674792781232327,0.01726156735742901,48
1,3,11,1,49,-0.12269447895072183,-0.01989020211388315,0.026944830783851015,-1,1.1766603714653001,"False","",1.1566500715808072,"False","",-0.4826502264114101,0.019571691598400776,0.0433571940090135,49
1,3,11,1,50,-0.10246587120908757,-0.14736597662563256,-0.011573145250530437,-1,1.219625342467517,"False","",1.1733127741085803,"False","",-0.35995574746068826,0.039461893712283924,0.016412363225162485,50
1,3,11,1,51,-0.042535642795167306,0.0001499512681224502,0.05644163150644854,-1,1.1116368342623115,"False","",1.1509069705751787,"False","",-0.2574898762516007,0.18682787033791648,0.027985508475692922,51
1,3,11,1,52,0.0109195406059861,0.09620318295692343,0.02814187325781803,-1,1.0997272176164619,"False","",1.0406181820653049,"False","",-0.21495423345643339,0.18667791906979403,-0.02845612303075562,52
1,3,11,1,53,0.07120847842953815,-0.01820120449075624,-0.018799264049592423,-1,1.1036407375097623,"False","",1.1087637035542504,"False","",-0.22587377406241949,0.0904747361128706,-0.05659799628857365,53
1,3,11,1,54,0.17086459367522266,0.08683303895641714,0.044618099901775676,-1,1.151627598103038,"False","",1.07579919312266,"False","",-0.29708225249195763,0.10867594060362684,-0.037798732238981225,54
1,3,11,1,55,-0.03197451503358728,-0.07255169007255624,-0.0641693514776801,-1,1.1027703394804602,"False","",1.033699644955279,"False","",-0.4679468461671803,0.0218429016472097,-0.0824168321407569,55
1,3,11,1,56,-0.01920961472258398,0.05919128547814978,0.004753091871347315,-1,1.055424349821181,"False","",1.1357088261144765,"False","",-0.435972331133593,0.09439459171976594,-0.0182474806630768,56
1,3,11,1,57,0.15637722670622445,0.08051337362727651,0.0388968797658521,-1,1.0109313570799598,"False","",1.0401434417600885,"False","",-0.41676271641100904,0.03520330624161616,-0.023000572534424113,57
1,3,11,1,58,-0.029758463347429043,0.07616626388175973,-0.048660213279458575,-1,0.9728568296014463,"False","",0.9960170223458386,"False","",-0.5731399431172335,-0.045310067385660346,-0.06189745230027621,58
1,3,11,1,59,-0.0008711323805208337,0.07319770186155772,0.048060228718919795,-1,0.9554643711101248,"False","",0.9988819297921059,"False","",-0.5433814797698044,-0.12147633126742008,-0.013237239020817637,59
1,3,11,2,1,-0.05955445750496935,-0.05595877558921458,-0.10655485924916541,1,1.2386773382508864,"False","",1.2811941611074793,"False","",0.08648449025647587,0.2706703166971547,0.6317258402905674,1
1,3,11,2,2,0.1958961210346768,0.03495475793557823,0.029741107240556675,1,1.2278480563709606,"False","",1.200526396289567,"False","",0.026930032751506516,0.2147115411079401,0.525170981041402,2
1,3,11,2,3,0.1375411921423062,0.040229458297407206,-0.0957117656254769,1,1.3008407252128327,"True","right",1.093727826389597,"True","left",0.2228261537861833,0.24966629904351834,0.5549120882819587,3
1,3,11,2,4,0.08300162567257452,-0.12429142952994354,0.013083168303059667,1,1.0437527038855137,"True","right",1.072520855120095,"False","",0.3603673459284895,0.28989575734092554,0.4592003226564818,4
1,3,11,2,5,0.05305766101503906,-0.09645369441182083,-0.08232207596567331,1,1.238349561051789,"True","right",1.2015268650312945,"True","right",0.44336897160106403,0.165604327810982,0.4722834909595415,5
1,3,11,2,6,0.06688895291740948,-0.11792239162403284,0.02413645309871071,1,1.3320978974606932,"True","right",1.168476308423086,"True","right",0.4964266326161031,0.06915063339916117,0.38996141499386816,6
1,3,11,2,7,0.09270883306566091,0.023112444642539032,-0.007083432834161574,1,1.1861451935155924,"True","right",1.1053274671855733,"False","",0.5633155855335126,-0.048771758224871675,0.41409786809257887,7
1,3,11,2,8,0.18777333921467942,0.0462355881399219,-0.10134014636060984,1,1.340056291611204,"True","right",1.0450536700862103,"False","",0.6560244185991735,-0.025659313582332643,0.4070144352584173,8
1,3,11,2,9,0.057387636117335106,-0.032588851320191736,-0.03954094459364654,1,1.0939661857675094,"False","",0.8726828429063948,"False","",0.8437977578138529,0.020576274557589258,0.30567428889780746,9
1,3,11,2,10,-0.10235577339710211,0.0559221164808239,-0.004346815436403029,1,0.970430510490844,"True","right",0.9473323895981759,"False","",0.901185393931188,-0.012012576762602478,0.2661333443041609,10
1,3,11,2,11,-0.0742708173181672,0.0976464744933434,-0.10513420707495724,1,1.0067610100605324,"True","right",0.9120538621507568,"False","",0.7988296205340859,0.043909539718221424,0.2617865288677579,11
1,3,11,2,12,-0.17598993832011622,0.12376887734930975,-0.018468465072950968,1,0.8144717385650664,"False","",0.9291531080254392,"False","",0.7245588032159187,0.14155601421156483,0.15665232179280064,12
1,3,11,2,13,-0.02353733690556936,-0.09406410188294068,0.003059333335349246,1,0.8853825141069906,"True","right",1.050105615033851,"False","",0.5485688648958025,0.2653248915608746,0.13818385671984967,13
1,3,11,2,14,-0.14992237122277885,-0.0663577368556485,0.012577233644414099,1,0.9003894312851465,"False","",0.9088730795608816,"False","",0.5250315279902331,0.1712607896779339,0.14124319005519892,14
1,3,11,2,15,-0.038534039890425476,-0.11885024175895431,-0.09883133869168459,1,0.8002764986622832,"False","",0.8628649799601138,"False","",0.37510915676745427,0.1049030528222854,0.15382042369961302,15
1,3,11,2,16,0.030938270524755396,-0.0212987004910854,0.05430419103117856,1,0.8368858075512077,"False","",0.8248842295989983,"False","",0.3365751168770288,-0.013947188936668908,0.05498908500792843,16
1,3,11,2,17,-0.11556846266969067,-0.013268733848521563,-0.17352513713658402,1,0.7662705155253375,"False","",0.8600943790241324,"False","",0.3675133874017842,-0.03524588942775431,0.10929327603910699,17
1,3,11,2,18,-0.22359297443646575,-0.0012615121308012789,-0.025246586356511003,1,0.930851838183698,"False","",0.9774273051959651,"False","",0.2519449247320935,-0.04851462327627587,-0.06423186109747703,18
1,3,11,2,19,-0.2300847437382494,-0.07410672588432377,-0.003042784310864466,1,0.8588512448034127,"False","",0.9938258665402133,"False","",0.02835195029562776,-0.04977613540707715,-0.08947844745398803,19
1,3,11,2,20,-0.1153564409822021,0.020931440820660896,-0.09614822731689343,1,1.1981655235416422,"True","right",1.0744176927738363,"False","",-0.20173279344262163,-0.12388286129140091,-0.0925212317648525,20
1,3,11,2,21,0.10336855353034302,0.12690903355280447,-0.046894725996601494,1,1.0946627613865594,"True","right",1.029014636237762,"False","",-0.31708923442482373,-0.10295142047074002,-0.18866945908174593,21
1,3,11,2,22,0.14289741604207862,0.17076778026746808,0.09110390893898912,1,0.9445851922220582,"True","right",1.0308919751365027,"False","",-0.2137206808944807,0.023957613082064455,-0.23556418507834742,22
1,3,11,2,23,-0.033965444901198794,-0.03324410499890007,-0.17752422962833647,1,1.1128376898316226,"True","right",1.0320894793681756,"False","",-0.07082326485240209,0.19472539334953254,-0.1444602761393583,23
1,3,11,2,24,-0.04457224855582531,-0.013568263591849927,0.06745270345474819,1,1.1519313172597059,"True","right",1.1109391611212398,"False","",-0.10478870975360088,0.16148128835063247,-0.3219845057676948,24
1,3,11,2,25,-0.09928614492181964,-0.13825748575286667,0.03253707648240578,1,0.9872797400345944,"True","right",0.9935045294531681,"False","",-0.1493609583094262,0.14791302475878254,-0.2545318023129466,25
1,3,11,2,26,-0.016564616375507768,-0.022491680717937612,0.05769976326134607,1,0.9157783482469386,"True","right",0.8895671342912089,"False","",-0.24864710323124584,0.00965553900591587,-0.2219947258305408,26
1,3,11,2,27,0.13031449978211107,-0.05639581692584983,-0.060069618204471764,1,1.0125297385485326,"False","",0.8731862577078502,"False","",-0.2652117196067536,-0.012836141712021742,-0.16429496256919474,27
1,3,11,2,28,0.03035645121144981,-0.18803139633584998,0.05412246901389817,1,0.8744792769438228,"False","",0.9236535274343463,"False","",-0.13489721982464253,-0.06923195863787157,-0.2243645807736665,28
1,3,11,2,29,0.0897257109564844,-0.09366746112802105,0.024102814496245517,1,0.8723251127240026,"False","",1.0429081858003635,"False","",-0.10454076861319272,-0.25726335497372155,-0.17024211175976833,29
1,3,11,2,30,0.11028727858952614,0.018945013040097436,0.009596239845097498,1,0.9695159790762066,"True","right",0.9958224637129346,"False","",-0.01481505765670832,-0.3509308161017426,-0.14613929726352282,30
1,3,11,2,31,0.07956219517250673,0.0008522976522655767,-0.022778255675807824,1,0.8793784227866582,"True","right",0.8740372215381079,"False","",0.09547222093281782,-0.33198580306164516,-0.13654305741842532,31
1,3,11,2,32,-0.11220512995724619,-0.0829992535460935,-0.004201534009897201,1,0.880869017370817,"False","",1.0824011582344248,"False","",0.17503441610532455,-0.3311335054093796,-0.15932131309423314,32
1,3,11,2,33,-0.11084556024175818,0.05822081515806765,0.015587637537310961,1,0.9202348247571646,"False","",0.8623798985251674,"False","",0.06282928614807837,-0.4141327589554731,-0.16352284710413034,33
1,3,11,2,34,-0.040486021060296196,0.05641493554317201,-0.06483093797812278,1,0.9126340546089694,"False","",0.9933600159703362,"False","",-0.04801627409367981,-0.35591194379740543,-0.14793520956681938,34
1,3,11,2,35,0.05390908197766109,0.11018087064251958,-0.008222181465220468,1,1.0544625635732139,"False","",0.9631133669773131,"False","",-0.08850229515397601,-0.2994970082542334,-0.21276614754494216,35
1,3,11,2,36,0.05823088660654463,0.09992668000089289,-0.045350675733045076,1,1.1170965073052104,"True","both",1.051168123035881,"False","",-0.03459321317631492,-0.18931613761171384,-0.22098832901016263,36
1,3,11,2,37,-0.0056083605109726875,0.058124001603054865,0.02026449385446827,1,0.962726796637608,"True","right",1.0440962944232153,"False","",0.02363767343022971,-0.08938945761082095,-0.2663390047432077,37
1,3,11,2,38,-0.11182067865135892,0.20823298811913027,0.0005397177830251954,1,1.2101722579522334,"True","right",1.1776097433881838,"False","",0.018029312919257023,-0.03126545600776609,-0.24607451088873944,38
1,3,11,2,39,-0.12895236676387434,0.17062446390590225,0.027182132557660665,1,1.001691661651513,"True","right",1.055273965679218,"False","",-0.0937913657321019,0.17696753211136418,-0.24553479310571424,39
1,3,11,2,40,-0.04222359931475239,-0.03945231172740549,-0.014521184167425871,1,0.8870420837310846,"False","",0.8919662719423704,"False","",-0.22274373249597623,0.3475919960172664,-0.21835266054805358,40
1,3,11,2,41,-0.0014822136245484785,-0.06825311856375826,0.05179685993383509,1,0.7792248765670605,"False","",0.864253706756468,"False","",-0.2649673318107286,0.30813968428986094,-0.23287384471547945,41
1,3,11,2,42,-0.1880811254547332,0.026144052710115773,0.10580255442131781,1,0.8641133883102475,"False","",0.9265158519882689,"False","",-0.2664495454352771,0.23988656572610267,-0.18107698478164436,42
1,3,11,2,43,-0.11449972485515758,0.008271672393343366,0.01684708784122413,1,1.0179216170135668,"False","",1.0273328269849002,"False","",-0.4545306708900103,0.26603061843621845,-0.07527443036032655,43
1,3,11,2,44,0.033449086127742333,-0.01734765696278373,0.04847166410955417,1,0.8307605815639779,"False","",0.9077304570972755,"False","",-0.5690303957451679,0.2743022908295618,-0.05842734251910242,44
1,3,11,2,45,-0.0390951556807817,-0.07848350032487872,0.057680198119641535,1,0.9053041065082286,"False","",0.969765059084143,"False","",-0.5355813096174256,0.2569546338667781,-0.009955678409548252,45
1,3,11,2,46,0.033437712290824706,0.011020951282295854,0.04346982820143541,1,1.0086197868497575,"True","right",0.9247264313614942,"False","",-0.5746764652982073,0.17847113354189936,0.04772451971009328,46
1,3,11,2,47,0.10245943995441564,-0.02883398871831666,-0.11198859560291918,1,0.9786682026836722,"True","right",0.9138356733641401,"False","",-0.5412387530073826,0.18949208482419522,0.0911943479115287,47
1,3,11,2,48,-0.07438818458942009,-0.23989715647035048,0.06159308430720012,1,0.9064070360673084,"False","",0.9038099848833645,"False","",-0.4387793130529669,0.16065809610587856,-0.02079424769139049,48
1,3,11,2,49,0.2091761642541652,0.06660459360284676,0.015622164985591436,1,0.8869063490337897,"False","",0.9463606146127892,"False","",-0.513167497642387,-0.07923906036447192,0.04079883661580963,49
1,3,11,2,50,0.07762620086043093,0.0007535255723105649,-0.027640614896177196,1,0.83270554552849,"False","",0.9280888911930884,"False","",-0.3039913333882218,-0.012634466761625163,0.056421001601401066,50
1,3,11,2,51,0.04776846417057712,-0.02243952143540362,-0.12133350878980531,1,0.8697731804114224,"False","",1.018311268892765,"False","",-0.2263651325277909,-0.011880941189314598,0.02878038670522387,51
1,3,11,2,52,-0.06381602500806416,-0.062216372477273296,-0.05855234879152993,1,1.0508819782576448,"False","",0.9406936484618308,"False","",-0.17859666835721377,-0.03432046262471822,-0.09255312208458144,52
1,3,11,2,53,0.030407486642905823,0.0009076587827046012,0.06675023305947658,1,1.004750723706073,"True","right",1.0921345535818285,"False","",-0.24241269336527793,-0.09653683510199151,-0.15110547087611137,53
1,3,11,2,54,-0.04501186056512374,-0.12906734680596266,-0.024480042783807887,1,0.9707205047244671,"True","right",0.9796591181504426,"False","",-0.2120052067223721,-0.09562917631928691,-0.08435523781663479,54
1,3,11,2,55,-0.036679501749432575,0.07015686202075067,-0.012760829378103078,1,1.0056106492243293,"False","",1.0108402565655803,"False","",-0.25701706728749585,-0.22469652312524957,-0.10883528060044267,55
1,3,11,2,56,0.15966381180098743,-0.0042958461806250625,0.0451597783063048,1,1.0924920832524967,"True","right",1.1072918589076794,"False","",-0.2936965690369284,-0.1545396611044989,-0.12159610997854575,56
1,3,11,2,57,-0.09955193151089681,-0.11953505731308312,0.023852833748283286,1,1.035035065981608,"False","",1.030561361407025,"False","",-0.134032757235941,-0.15883550728512397,-0.07643633167224095,57
1,3,11,2,58,0.005173280965488303,0.04690762430196216,0.013020831714492198,1,1.1206227961707218,"False","",1.0754886364135412,"False","",-0.2335846887468378,-0.2783705645982071,-0.05258349792395767,58
1,3,11,2,59,0.07800756092888683,-0.14019174366344345,-0.026213617736641437,1,1.1067775955934975,"True","right",1.133547490313935,"False","",-0.2284114077813495,-0.23146294029624492,-0.03956266620946547,59
""
""
1,3,13,1,1,0.11520025995890215,0.16064334041284578,-0.05430953133050309,1,0.9653842545923734,"False","",1.0500674671871482,"False","",1.7758611382580192,-0.04971271654609044,0.4341754041046144,1
1,3,13,1,2,-0.007022578913707278,0.05510214968033722,0.35966874844567664,1,1.0455571368013714,"False","",0.9964896356439018,"False","",1.8910613982169213,0.11093062386675534,0.3798658727741113,2
1,3,13,1,3,0.08735567872201244,-0.04282344323496723,-0.4039304004869564,1,1.0310592663644462,"False","",0.9895579642365439,"False","",1.884038819303214,0.16603277354709256,0.739534621219788,3
1,3,13,1,4,-0.10901768776760079,-0.18035385540677495,-0.013035556321693953,1,0.9385799141783171,"False","",0.9528974780996533,"False","",1.9713944980252265,0.12320933031212533,0.3356042207328316,4
1,3,13,1,5,-0.19287898680711102,-0.11293766974134556,0.009801337806650157,1,0.9451947153410057,"False","",0.9257321587687752,"False","",1.8623768102576257,-0.05714452509464962,0.32256866441113763,5
1,3,13,1,6,-0.33745901518730115,-0.1238850408169121,0.4071646190020002,1,0.9026044961528957,"False","",0.8993567453920419,"False","",1.6694978234505147,-0.17008219483599518,0.3323700022177878,6
1,3,13,1,7,-0.36800000735999916,-0.09200000184000068,0.,1,1.0630639590012079,"False","",1.087979339052014,"False","",1.3320388082632135,-0.2939672356529073,0.739534621219788,7
1,3,13,1,8,-0.36800000736000094,0.09200000184000068,0.,1,0.973179428436584,"False","",0.9363826689747986,"False","",0.9640388009032144,-0.38596723749290796,0.739534621219788,8
1,3,13,1,9,-0.23878503536949935,-0.20558193025236804,-0.18302524729314706,1,0.9436657878837245,"False","",0.9222900958674309,"False","",0.5960387935432134,-0.2939672356529073,0.739534621219788,9
1,3,13,1,10,-0.20389505477551317,-0.10873497014761213,-0.26527839234631845,1,1.0317414276217478,"False","",0.9907524296074026,"False","",0.3572537581737141,-0.4995491659052753,0.5565093739266409,10
1,3,13,1,11,-0.3699724657196857,-0.06803405712695465,0.05010243299103356,1,1.0083380531927404,"False","",1.016302992067947,"False","",0.1533587033982009,-0.6082841360528874,0.29123098158032246,11
1,3,13,1,12,-0.34188271499746214,0.13847049609241946,-0.04133267641395877,1,1.047331802097118,"False","",1.0259321879564376,"False","",-0.21661376232148477,-0.6763181931798421,0.341333414571356,12
1,3,13,1,13,-0.19550928433969794,0.04278046572246197,0.02629882483674395,1,1.0246259157057198,"False","",0.9145449579024527,"False","",-0.5584964773189469,-0.5378476970874226,0.30000073815739725,13
1,3,13,1,14,-0.002182746224089982,-0.06129071556711896,-0.0733034025396857,1,0.9080383082254656,"False","",0.9269497426476269,"False","",-0.7540057616586449,-0.49506723136496067,0.3262995629941412,14
1,3,13,1,15,-0.14261571248382054,0.04439633937749665,-0.09614203106844776,1,0.8846721427034278,"False","",0.905634788456633,"False","",-0.7561885078827348,-0.5563579469320796,0.2529961604544555,15
1,3,13,1,16,0.07427004637777124,0.05863783896266561,-0.012362822734643952,1,0.9656669240561196,"False","",0.9287506565379359,"False","",-0.8988042203665554,-0.511961607554583,0.15685412938600773,16
1,3,13,1,17,0.14412523885812512,-0.01877535385991269,-0.03735473592750638,1,0.9536017383411446,"False","",0.9319892015535548,"False","",-0.8245341739887841,-0.45332376859191736,0.14449130665136378,17
1,3,13,1,18,0.016263842881794943,-0.0786161258196918,-0.10264395039946494,1,0.937634382265071,"False","",0.9031163854438964,"False","",-0.680408935130659,-0.47209912245183006,0.1071365707238574,18
1,3,13,1,19,-0.05083201648034397,-0.28444944931075256,-0.004737305926450386,1,0.9345664372785116,"False","",0.9467731658475944,"False","",-0.6641450922488641,-0.5507152482715219,0.00449262032439246,19
1,3,13,1,20,0.28282298950265705,-0.13378819989806168,-0.09310190783113326,1,0.9831836870020341,"False","",1.0005591116853587,"False","",-0.714977108729208,-0.8351646975822744,-0.0002446856020579258,20
1,3,13,1,21,-0.011631924807719685,0.17896662807487296,-0.12478955457110086,1,0.9733388639933833,"False","",0.9851401741155468,"False","",-0.432154119226551,-0.9689528974803361,-0.09334659343319118,21
1,3,13,1,22,0.06894870383998253,0.3595959061939755,0.06050866992610193,1,1.0165762186999947,"False","",0.9631240995515228,"False","",-0.4437860440342707,-0.7899862694054631,-0.21813614800429204,22
1,3,13,1,23,0.24451703255349244,0.08147323871809231,0.02221676431773001,1,1.0069710022334062,"False","",0.9213495496809433,"False","",-0.37483734019428816,-0.4303903632114876,-0.1576274780781901,23
1,3,13,1,24,0.005717055753748923,-0.021237198147018965,-0.032934866027366505,1,1.0156027537672216,"False","",1.0685532766429469,"False","",-0.13032030764079572,-0.3489171244933953,-0.1354107137604601,24
1,3,13,1,25,-0.27329175048264887,0.1862770098631792,-0.049636753097247466,1,1.1085595225223108,"False","",1.0695124528094484,"False","",-0.1246032518870468,-0.37015432264041426,-0.1683455797878266,25
1,3,13,1,26,-0.06577926227359043,0.06372818331479557,-0.05816706205739486,1,0.9108933650084592,"False","",0.9922024261476872,"False","",-0.39789500236969566,-0.18387731277723507,-0.21798233288507407,26
1,3,13,1,27,-0.2048501196882455,0.050858284012393895,-0.10950653531526511,1,0.9336088884241314,"False","",0.9147800041107016,"False","",-0.4636742646432861,-0.1201491294624395,-0.27614939494246893,27
1,3,13,1,28,-0.20988436224123852,0.07949357984169936,0.02889156423243988,1,0.9197257728914169,"False","",0.9133450649161654,"False","",-0.6685243843315316,-0.0692908454500456,-0.38565593025773404,28
1,3,13,1,29,-0.27078682444399327,0.14733097433697218,-0.00943454451339365,1,1.0094445068073403,"False","",1.0287008611767368,"False","",-0.8784087465727701,0.010202734391653756,-0.35676436602529416,29
1,3,13,1,30,-0.1689953673832516,0.1928792217828983,-0.14500747764578814,1,0.95114976096781,"False","",0.954690821143738,"False","",-1.1491955710167634,0.15753370872862593,-0.3661989105386878,30
1,3,13,1,31,-0.008278970179393497,0.2545322672255663,-0.05574988003407477,1,0.9112290136465095,"False","",1.0075446412786275,"False","",-1.318190938400015,0.3504129305115242,-0.511206388184476,31
1,3,13,1,32,0.13626752381130203,-0.11064534078851995,0.000588832288725083,1,1.25515787410013,"False","",1.3509099992039273,"False","",-1.3264699085794085,0.6049451977370905,-0.5669562682185507,32
1,3,13,1,33,0.07251104295281507,-0.058407797465395817,0.1377398856588441,1,1.0317552662837441,"False","",1.046650356227286,"False","",-1.1902023847681065,0.4942998569485706,-0.5663674359298256,33
1,3,13,1,34,0.16134151423463905,-0.10912544739770436,0.02543389969375265,1,0.9212464883122748,"False","",1.0025507678058028,"False","",-1.1176913418152914,0.4358920594831748,-0.42862755027098154,34
1,3,13,1,35,-0.009841305790855515,0.16451346814918288,0.08130177230588131,1,1.0131160307414941,"False","",1.0259653587579003,"False","",-0.9563498275806523,0.3267666120854704,-0.4031936505772289,35
1,3,13,1,36,0.08776124219085091,0.12063360942454882,-0.03304916194557106,1,0.9980768294414538,"False","",1.0594461732381928,"False","",-0.9661911333715079,0.4912800802346533,-0.3218918782713476,36
1,3,13,1,37,0.08948890286298727,-0.23276929968127913,0.08766417267334026,1,1.06687451987435,"False","",1.1279289946767324,"False","",-0.878429891180657,0.6119136896592021,-0.35494104021691864,37
1,3,13,1,38,0.13360680063187225,0.11658476081090186,0.0651069926872454,1,1.0451406273976522,"False","",1.0740849356862512,"False","",-0.7889409883176697,0.379144389977923,-0.2672768675435784,38
