"condition","Cell index","KT pairs","KT","Time","move X","move Y","move Z","move interval","WidthX Ch1","tail or not ch1","tail direction ch1","WidthX Ch2","tail or not ch2","tail direction ch2","location X","location Y","location Z","frame"
1,2,3,1,16,-0.04581905507902384,-0.004778689662011004,0.016936020626650228,1,0.41151384449969486,"False","",0.35972828522244593,"False","",1.3345578559744045,-0.2384472039071408,-0.178431381346285,16
1,2,3,1,17,-0.1616212560933672,0.07163207270477656,-0.11181191066967078,1,0.40221212830851516,"False","",0.37573548687124114,"False","",1.2887388008953806,-0.2432258935691518,-0.16149536071963477,17
1,2,3,1,18,-0.25687053994875164,-0.04381186498670964,0.22147918334615257,1,0.5815291014094043,"False","",0.42874495748308683,"False","",1.1271175448020134,-0.17159382086437525,-0.27330727138930555,18
1,2,3,1,19,-0.10238858161467235,-0.025190320875921657,-0.008498730036013313,1,0.411300647964668,"False","",0.3719025554627971,"False","",0.8702470048532618,-0.21540568585108488,-0.051828088043152976,19
1,2,3,1,20,-0.281529397757323,0.10941378471568441,-0.10803096287764125,1,0.4577364055270869,"False","",0.40338084010165065,"False","",0.7678584232385894,-0.24059600672700654,-0.06032681807916629,20
1,2,3,1,21,-0.2234281476592752,-0.0041685597922800355,0.05486142865475441,1,0.4747686127310895,"False","",0.38936388953533885,"False","",0.48632902548126644,-0.13118222201132212,-0.16835778095680753,21
1,2,3,1,22,-0.05574181267120437,0.03524925216772523,0.13704157004897555,1,0.44909571572816137,"False","",0.41181106020256286,"False","",0.26290087782199123,-0.13535078180360216,-0.11349635230205313,22
1,2,3,1,23,-0.09714022492568475,0.018622667449633923,0.11565884808249849,1,0.47784205549291564,"False","",0.40003508022880135,"False","",0.20715906515078686,-0.10010152963587693,0.02354521774692242,23
1,2,3,1,24,0.2025623818893756,0.01532041236156445,0.040684576883818435,1,0.4644896300735329,"False","",0.40191890079533643,"False","",0.11001884022510211,-0.081478862186243,0.1392040658294209,24
1,2,3,2,1,-0.08946675035098295,0.047952541487761735,0.044903919022556416,-1,0.3869910565135908,"False","",0.38146850611961924,"False","",-0.8648919475053045,0.6859398021675851,0.2561219732791311,1
1,2,3,2,2,0.0955708385396079,0.009982712982269604,-0.034319648681016224,-1,0.35617117814784294,"False","",0.3365281093654774,"False","",-0.7754251971543216,0.6379872606798234,0.2112180542565747,2
1,2,3,2,3,0.08072015409550026,0.05804392087827104,-0.05029923739676723,-1,0.37538181870064935,"False","",0.40000000153463944,"False","",-0.8709960356939295,0.6280045476975538,0.24553770293759092,3
1,2,3,2,4,-0.041206929713588636,0.1339483162429005,0.07092097832867639,-1,0.455187927679302,"False","",0.43645291479102866,"False","",-0.9517161897894297,0.5699606268192827,0.29583694033435814,4
1,2,3,2,5,-0.0008173869321979055,0.19272831457598016,-0.010991976154373306,-1,0.4438996389010153,"False","",0.4051050445022161,"False","",-0.9105092600758411,0.43601231057638223,0.22491596200568176,5
1,2,3,2,6,-0.16123309469741542,0.05448839241901915,0.25581651967668617,-1,0.4334571543827182,"False","",0.3974399498971607,"False","",-0.9096918731436432,0.24328399600040207,0.23590793816005506,6
1,2,3,2,7,-0.10235566420555209,0.1124240620910264,0.08862678843316396,-1,0.4445347747007186,"False","",0.37495961908265624,"False","",-0.7484587784462278,0.18879560358138292,-0.019908581516631108,7
1,2,3,2,8,-0.10155675389980168,-0.016578693554183843,0.08765355997946478,-1,0.4798251780195284,"False","",0.3934709764019114,"False","",-0.6461031142406757,0.07637154149035652,-0.10853536994979507,8
1,2,3,2,9,-0.12654766251193195,0.026970865409502665,-0.0941715299944954,-1,0.4737087108650829,"False","",0.37978727426943304,"False","",-0.544546360340874,0.09295023504454036,-0.19618892992925985,9
1,2,3,2,10,-0.2098260429189871,-0.009116967587806002,-0.0801560463193065,-1,0.4407177441208828,"False","",0.37352771634840715,"False","",-0.41799869782894206,0.0659793696350377,-0.10201739993476444,10
1,2,3,2,11,-0.2369339765712759,0.05741974324346977,-0.02015190485393381,-1,0.41994762391436613,"False","",0.3699401261285727,"False","",-0.20817265490995496,0.0750963372228437,-0.021861353615457935,11
1,2,3,2,12,-0.1728716394980463,-0.03942987498547268,0.1579965549019915,-1,0.44565392674862575,"False","",0.39334246011704055,"False","",0.02876132166132095,0.017676593979373934,-0.0017094487615241238,12
1,2,3,2,13,-0.22828731480361064,0.009421417845635105,0.1569287764108519,-1,0.38986819605894546,"False","",0.37602432820899445,"False","",0.20163296115936724,0.05710646896484661,-0.15970600366351562,13
1,2,3,2,14,-0.08586946845835719,-0.00788595455954244,-0.1516032488689093,-1,0.39485594193659773,"False","",0.3860292898252479,"False","",0.4299202759629779,0.04768505111921151,-0.3166347800743675,14
1,2,3,2,15,-0.1762107852250807,0.11065533220709334,0.051646505462126235,-1,0.4157730080833741,"False","",0.39780490559146753,"False","",0.5157897444213351,0.05557100567875395,-0.16503153120545822,15
1,2,3,2,16,0.015539068280391533,0.11529985791608155,-0.0021580463857828747,-1,0.4220133388526017,"False","",0.40289145872215787,"False","",0.6920005296464158,-0.05508432652833939,-0.21667803666758445,16
1,2,3,2,17,0.05579603843510661,0.04968839482430454,0.0006081656592507034,-1,0.4249397797685793,"False","",0.3477890580078816,"False","",0.6764614613660243,-0.17038418444442094,-0.21451999028180158,17
1,2,3,2,18,-0.0435290493795204,0.09381824758739121,-0.1548617187150283,-1,0.38157130360414465,"False","",0.39612301554903656,"False","",0.6206654229309176,-0.22007257926872548,-0.21512815594105228,18
1,2,3,2,19,-0.07973132656507076,0.13519872756805285,-0.060818799342050145,-1,0.475555493763508,"False","",0.3894143472669808,"False","",0.664194472310438,-0.3138908268561167,-0.06026643722602398,19
1,2,3,2,20,0.08719056741561815,-0.015376526229021081,0.1871675519370819,-1,0.42290941866900994,"False","",0.40023276418483844,"False","",0.7439257988755088,-0.44908955442416953,0.0005523621160261616,20
1,2,3,2,21,0.09010468982370767,0.06210627713267236,-0.1542523303094665,-1,0.38191345495045476,"False","",0.37715897930682923,"False","",0.6567352314598907,-0.43371302819514845,-0.18661518982105574,21
1,2,3,2,22,-0.10616215408378693,0.04207019967170211,-0.08315488886832556,-1,0.4264462002404653,"False","",0.38974060677940153,"False","",0.566630541636183,-0.4958193053278208,-0.03236285951158924,22
1,2,3,2,23,-0.02805413129745915,0.04024382769563317,-0.16854606689971718,-1,0.44670966377248217,"False","",0.39458727220123024,"False","",0.6727926957199699,-0.5378895049995229,0.05079202935673632,23
1,2,3,2,24,0.02269400205606331,0.04621077522277517,-0.05760491314081784,-1,0.434970158294312,"False","",0.40076808969259325,"False","",0.7008468270174291,-0.5781333326951561,0.2193380962564535,24
""
""
1,2,5,1,1,0.12534841862279222,0.11684560620000362,0.09970358849213456,1,0.3603769367837691,"False","",0.31997033346234255,"False","",-1.2455082361795586,-0.24692495878908005,0.4301070909432505,1
1,2,5,1,2,0.11723931250763542,0.07021399106191595,0.005833177495178754,1,0.3945343732582189,"False","",0.35204287834829817,"False","",-1.1201598175567664,-0.13007935258907644,0.5298106794353851,2
1,2,5,1,3,0.07988528240466941,-0.045973863292331885,0.0023319987615508797,1,0.4258466417269934,"False","",0.36783842025424796,"False","",-1.002920505049131,-0.05986536152716049,0.5356438569305638,3
1,2,5,1,4,0.13485958428895906,-0.07132430327401629,-0.03403134515357353,1,0.4665984536772943,"False","",0.4313902412497408,"False","",-0.9230352226444616,-0.10583922481949237,0.5379758556921147,4
1,2,5,1,5,0.07666093540743546,-0.07479584545115969,-0.18527616228855615,1,0.4448834008378474,"False","",0.39610469342060445,"False","",-0.7881756383555025,-0.17716352809350866,0.5039445105385412,5
1,2,5,1,6,0.20941772636581568,-0.0295551143093995,0.0727082859565722,1,0.4316266980045691,"False","",0.370661133951266,"False","",-0.7115147029480671,-0.25195937354466835,0.318668348249985,6
1,2,5,1,7,0.047586017187423835,-0.09760743477387912,-0.11101247126689773,1,0.4001300585907047,"False","",0.3555040518771658,"False","",-0.5020969765822514,-0.28151448785406785,0.3913766342065572,7
1,2,5,1,8,-0.018843760273586696,0.1691596106356421,-0.13838232599206668,1,0.3993228108312104,"False","",0.3795478612419682,"False","",-0.45451095939482755,-0.379121922627947,0.2803641629396595,8
1,2,5,1,9,0.09977598259606779,0.2606302990969791,-0.033590571388780965,1,0.4026286717999313,"False","",0.3387453830649695,"False","",-0.47335471966841425,-0.20996231199230486,0.1419818369475928,9
1,2,5,1,10,0.17389054453196806,0.052912232804883885,-0.13585081680187094,1,0.39515957473599145,"False","",0.34320233491391916,"False","",-0.37357873707234646,0.05066798710467424,0.10839126555881184,10
1,2,5,1,11,0.15380800882856605,0.09400875367948203,-0.07878829554783295,1,0.39949196459014785,"False","",0.36984528389715765,"False","",-0.1996881925403784,0.10358021990955812,-0.0274595512430591,11
1,2,5,1,12,0.039982128278817086,0.09318003363633842,-0.040967463603177046,1,0.42033121884672414,"False","",0.37501558362943305,"False","",-0.04588018371181235,0.19758897358904015,-0.10624784679089205,12
1,2,5,1,13,0.19797798034615433,0.004236366363359778,-0.0016104290443018643,1,0.3962055781237525,"False","",0.36633441252917115,"False","",-0.005898055432995264,0.2907690072253786,-0.1472153103940691,13
1,2,5,1,14,0.09122350655691491,-0.01486309221135862,0.004454015412120149,1,0.4010462555122329,"False","",0.3702820635142947,"False","",0.19207992491315906,0.29500537358873835,-0.14882573943837096,14
1,2,5,1,15,0.19068229058130193,-0.07982511141452875,0.07866747718479394,1,0.40839200954338234,"False","",0.3574357493362847,"False","",0.283303431470074,0.28014228137737973,-0.14437172402625081,15
1,2,5,1,16,0.05905491147392894,-0.021700838503042164,0.07941125867386495,1,0.38539199545628955,"False","",0.352021031366761,"False","",0.4739857220513759,0.20031716996285098,-0.06570424684145687,16
1,2,5,1,17,0.0907185744678376,0.01716548522376371,-0.2563588945540477,1,0.42208259833834816,"False","",0.37042227571054587,"False","",0.5330406335253048,0.17861633145980882,0.013707011832408078,17
1,2,5,1,18,0.14369122341021878,-0.01778733313266656,-0.1729902532525215,1,0.42559809778441743,"False","",0.36385475475072204,"False","",0.6237592079931424,0.19578181668357253,-0.24265188272163962,18
1,2,5,1,19,0.27600000552000026,-0.18400000367999958,0.,1,0.39744776024541806,"False","",0.34659800937168284,"False","",0.7674504314033612,0.17799448355090597,-0.4156421359741611,19
1,2,5,1,20,-0.18400000367999958,0.09200000184000068,0.,1,0.3774286050805604,"False","",0.3669514173680397,"False","",1.0434504369233615,-0.006005520129093611,-0.4156421359741611,20
1,2,5,1,21,-0.09200000184000068,0.,0.,1,0.5182881431686173,"False","",0.48405714797010096,"False","",0.8594504332433619,0.08599448171090707,-0.4156421359741611,21
1,2,5,1,22,0.,-0.09200000184000068,0.,1,0.49762095881837837,"False","",0.4956587870837287,"False","",0.7674504314033612,0.08599448171090707,-0.4156421359741611,22
1,2,5,1,23,0.,-0.18400000367999958,0.,1,0.4556236809082207,"False","",0.4490971829931457,"False","",0.7674504314033612,-0.006005520129093611,-0.4156421359741611,23
1,2,5,1,24,0.,0.0920000018399989,0.,1,0.5070507010874102,"False","",0.4619226926832017,"False","",0.7674504314033612,-0.1900055238090932,-0.4156421359741611,24
1,2,5,2,1,-0.308701029977394,-0.003284189719302333,-0.11696139900724245,-1,0.3807173223623417,"False","",0.33954689358697576,"False","",-1.3365742245798735,0.1803126855736128,0.1383594876694757,1
1,2,5,2,2,-0.3503562204789681,0.11831944871158839,-0.04411563525758755,-1,0.3748642895770102,"False","",0.35896751081831424,"False","",-1.0278731946024795,0.18359687529291513,0.25532088667671815,2
1,2,5,2,3,-0.31179957455436913,0.2913339218526172,0.05488427460616929,-1,0.4286862586464026,"False","",0.39364571257934255,"False","",-0.6775169741235114,0.06527742658132674,0.2994365219343057,3
1,2,5,2,4,-0.35388413115060224,0.11173711063654146,-0.06848975654766432,-1,0.41940874246220106,"False","",0.38595543653363723,"False","",-0.3657173995691423,-0.22605649527129046,0.2445522473281364,4
1,2,5,2,5,-0.29157747510032017,0.1221177593286562,0.03208441632099679,-1,0.38837439582985905,"False","",0.3746928590448954,"False","",-0.011833268418540044,-0.3377936059078319,0.3130420038758007,5
1,2,5,2,6,-0.33185766495366664,-0.15027865981475763,-0.015661612203930808,-1,0.4094499803974818,"False","",0.35186919285699797,"False","",0.2797442066817801,-0.4599113652364881,0.28095758755480393,6
1,2,5,2,7,0.43618884486200216,0.06576741940509478,0.005849557682705564,-1,0.4086210602131923,"False","",0.36047673100971234,"False","",0.6116018716354468,-0.3096327054217305,0.29661919975873474,7
1,2,5,2,8,0.40244377023661926,-0.025850270047696355,0.19050051578359817,-1,0.4061215044574137,"False","",0.37186728467230934,"False","",0.1754130267734446,-0.3754001248268253,0.2907696420760292,8
1,2,5,2,9,0.06964309733615792,-0.25312200552274433,0.033970019793164274,-1,0.3935439971923654,"False","",0.35866406871177425,"False","",-0.22703074346317464,-0.3495498547791289,0.10026912629243101,9
1,2,5,2,10,-0.04887632211718973,-0.12432600556338436,0.0014282094713853333,-1,0.44781141141399095,"False","",0.3916488655047251,"False","",-0.29667384079933257,-0.09642784925638459,0.06629910649926674,10
1,2,5,2,11,-0.03864626221247569,-0.0787366022786884,0.11662309071199162,-1,0.400207352728046,"False","",0.35935280337678416,"False","",-0.24779751868214284,0.027898156306999766,0.0648708970278814,11
1,2,5,2,12,0.04551499327401842,-0.12909578476936368,0.040130169773912816,-1,0.43520291525524535,"False","",0.37179380266733675,"False","",-0.20915125646966715,0.10663475858568816,-0.051752193684110215,12
1,2,5,2,13,-0.22132456405972256,-0.01899930954516371,-0.10060853870887987,-1,0.4165241086643051,"False","",0.36231372756533897,"False","",-0.25466624974368557,0.23573054335505184,-0.09188236345802303,13
1,2,5,2,14,-0.005265169402624892,0.039686521599906044,-0.060413027041986256,-1,0.4327222954474155,"False","",0.36465389085560146,"False","",-0.03334168568396301,0.25472985290021555,0.008726175250856838,14
1,2,5,2,15,-0.1891210177558431,0.021445746757736472,-0.05731988811936439,-1,0.4154640269678398,"False","",0.37257611850813904,"False","",-0.028076516281338115,0.2150433313003095,0.0691392022928431,15
1,2,5,2,16,-0.00007330321696663589,-0.04252775046948898,0.04452963770614038,-1,0.41169031104973947,"False","",0.3661023971767836,"False","",0.161044501474505,0.19359758454257303,0.1264590904122075,16
1,2,5,2,17,-0.033068857433946164,-0.038850101174102036,0.07373746012901705,-1,0.390007381007156,"False","",0.3759604048167073,"False","",0.16111780469147163,0.236125335012062,0.08192945270606711,17
1,2,5,2,18,-0.08547919000901771,-0.08016614843690029,0.17256468645343426,-1,0.4156561333566432,"False","",0.35130105793189537,"False","",0.1941866621254178,0.27497543618616405,0.008191992577050056,18
1,2,5,2,19,-0.19345118954690577,0.17598236455899574,0.06642349654419055,-1,0.3836126810090534,"False","",0.33655246729986915,"False","",0.2796658521344355,0.35514158462306433,-0.1643726938763842,19
1,2,5,2,20,0.03512446075234621,0.0050188817206642256,0.23149673541010563,-1,0.4358919811669725,"False","",0.3766207397262238,"False","",0.4731170416813413,0.1791592200640686,-0.23079619042057475,20
1,2,5,2,21,0.08837355160331839,0.09346201768653373,-0.02615917237520826,-1,0.42878243425925944,"False","",0.36250378782955717,"False","",0.43799258092899507,0.17414033834340437,-0.4622929258306804,21
1,2,5,2,22,-0.12116348365565344,0.07164410321218107,-0.030261596644368338,-1,0.4324614334469199,"False","",0.36814011505511807,"False","",0.3496190293256767,0.08067832065687064,-0.4361337534554721,22
1,2,5,2,23,0.0010996803671723399,0.2972481621934797,-0.0409036146789169,-1,0.43645637988939034,"False","",0.35456752631495325,"False","",0.4707825129813301,0.009034217444689574,-0.4058721568111038,23
1,2,5,2,24,-0.1826021167546905,0.040875776571819955,0.07190325813188514,-1,0.4721796750925739,"False","",0.39663705022641704,"False","",0.4696828326141578,-0.28821394474879014,-0.3649685421321869,24
""
""
1,2,7,1,1,-0.04438125881542199,0.09827609842955187,0.13537927240120995,-1,0.4008216430968506,"False","",0.4186540019154391,"False","",-0.14405939759128117,0.12919525867726378,0.14536760657456593,1
1,2,7,1,2,-0.08772045961545949,-0.07781308505997231,-0.19663649533339744,-1,0.39144879761830464,"False","",0.3602286068334308,"False","",-0.09967813877585918,0.030919160247711908,0.009988334173355984,2
1,2,7,1,3,-0.06432480209567615,0.028402462860236177,0.011874240197706332,-1,0.3925862723722591,"False","",0.40658193733214026,"False","",-0.011957679160399692,0.10873224530768422,0.20662482950675343,3
1,2,7,1,4,-0.13023468172176855,-0.043869781640222705,0.0338508844659724,-1,0.4238222547701873,"False","",0.4080428934535891,"False","",0.052367122935276456,0.08032978244744804,0.1947505893090471,4
1,2,7,1,5,0.07296591611937053,-0.08363514012638351,0.10951267736552484,-1,0.40413185895924425,"False","",0.39750395385261894,"False","",0.182601804657045,0.12419956408767074,0.1608997048430747,5
1,2,7,1,6,-0.12404695383399478,-0.01512005368301228,-0.11059474540588998,-1,0.3940372060061401,"False","",0.38540696174069217,"False","",0.10963588853767448,0.20783470421405426,0.05138702747754986,6
1,2,7,1,7,0.07723397361192497,0.08552898462012504,0.04468010204911166,-1,0.3872862995309264,"False","",0.3626607185551377,"False","",0.23368284237166925,0.22295475789706654,0.16198177288343985,7
1,2,7,1,8,0.10132464282523479,-0.01426928839110797,-0.04670859784744663,-1,0.38242701608241325,"False","",0.39125476423815647,"False","",0.1564488687597443,0.1374257732769415,0.11730167083432819,8
1,2,7,1,9,0.048485549822189,0.0830988150285048,0.03158114776723431,-1,0.3812925654990052,"False","",0.36118355700797794,"False","",0.055124225934509496,0.15169506166804947,0.16401026868177482,9
1,2,7,1,10,0.018316093617551488,-0.11679983268783811,-0.01514920684032317,-1,0.3721225871236647,"False","",0.36995757119180916,"False","",0.006638676112320496,0.06859624663954467,0.1324291209145405,10
1,2,7,1,11,0.010713665559359598,-0.1150584892587867,-0.041589745545194345,-1,0.4409876419556286,"False","",0.38792298116686585,"False","",-0.011677417505230991,0.18539607932738278,0.14757832775486368,11
1,2,7,1,12,0.022966506109868945,0.09155489197889555,0.06074072452006751,-1,0.4300662840230197,"False","",0.3824952573721232,"False","",-0.02239108306459059,0.3004545685861695,0.18916807330005803,12
1,2,7,1,13,0.08042368408310807,0.2886364635294658,0.01672276328463873,-1,0.4336897043343202,"False","",0.4283225110764869,"False","",-0.045357589174459534,0.20889967660727393,0.1284273487799905,13
1,2,7,1,14,-0.027084751791850437,0.09354771848547294,0.20335005018218477,-1,0.442416362723398,"False","",0.424962679882807,"False","",-0.1257812732575676,-0.07973678692219188,0.11170458549535178,14
1,2,7,1,15,-0.20071616473197196,-0.04244563149986291,0.015474934197352797,-1,0.42184563922722057,"False","",0.3938516947151853,"False","",-0.09869652146571717,-0.17328450540766482,-0.09164546468683299,15
1,2,7,1,16,0.05982721342139463,0.05505099522262302,0.02807142397843454,-1,0.4124715203492483,"False","",0.39457250029660207,"False","",0.10201964326625479,-0.1308388739078019,-0.10712039888418579,16
1,2,7,1,17,0.23650833266592208,-0.1951384526714941,-0.08623825404772334,-1,0.4135870576611972,"False","",0.36831611616033233,"False","",0.04219242984486016,-0.18588986913042493,-0.13519182286262033,17
1,2,7,1,18,-0.057154439803404955,0.10279166745770052,0.24185002361259,-1,0.4001864821844756,"False","",0.3966040914918246,"False","",-0.19431590282106193,0.009248583541069166,-0.048953568814896986,18
1,2,7,1,19,-0.21251891776582,0.18631843672298043,0.04026997130922738,-1,0.39579522798150096,"False","",0.37352432146993186,"False","",-0.13716146301765697,-0.09354308391663135,-0.290803592427487,19
1,2,7,1,20,0.06858596290873287,0.03911397490262658,0.005551069832738897,-1,0.4563560878038937,"False","",0.38523316056916024,"False","",0.07535745474816302,-0.2798615206396118,-0.33107356373671437,20
1,2,7,1,21,0.07598880746408199,-0.06782565136062235,-0.13424637335147194,-1,0.4243156405718838,"False","",0.3748665539533649,"False","",0.006771491839430155,-0.31897549554223836,-0.33662463356945327,21
1,2,7,1,22,-0.18367579556654512,-0.2258090464847431,-0.03488588848398999,-1,0.40041420335665,"False","",0.34372427283883644,"False","",-0.06921731562465183,-0.251149844181616,-0.20237826021798133,22
1,2,7,1,23,0.131666896242983,0.14493547221350145,-0.06645688626023949,-1,0.38241414533010026,"False","",0.35541162524946257,"False","",0.11445847994189329,-0.02534079769687292,-0.16749237173399134,23
1,2,7,1,24,0.14258831488821677,0.08670814535955351,0.008264612647024716,-1,0.4213372650253201,"False","",0.3815598173312349,"False","",-0.017208416301089713,-0.17027626991037437,-0.10103548547375185,24
1,2,7,2,1,0.11610766337493139,-0.011553754616932643,-0.02409576462010743,1,0.42196000286365026,"False","",0.36017031002035593,"False","",-0.27858591104440933,0.10500484230171114,0.1064966739855231,1
1,2,7,2,2,0.13398381718199914,-0.06179988306939865,0.18896355834772915,1,0.40308242972925035,"False","",0.37883544112263207,"False","",-0.16247824766947794,0.0934510876847785,0.08240090936541566,2
1,2,7,2,3,0.04441786254324498,-0.015513728099082691,-0.06887682548150154,1,0.42620842102736256,"False","",0.3921809430015299,"False","",-0.028494430487478795,0.031651204615379847,0.2713644677131448,3
1,2,7,2,4,0.06643027632442333,0.0592924315672283,-0.05023367055079131,1,0.4532087756347773,"False","",0.3852954038474847,"False","",0.015923432055766185,0.016137476516297156,0.20248764223164328,4
1,2,7,2,5,-0.06189314925985734,0.08231097622302741,-0.04989566763753839,1,0.40259895828678016,"False","",0.3775705392385771,"False","",0.08235370838018952,0.07542990808352545,0.15225397168085197,5
1,2,7,2,6,0.03390789074579814,0.04373242495796781,0.0694738505031538,1,0.46035353795921324,"False","",0.4063235092914334,"False","",0.020460559120332178,0.15774088430655286,0.10235830404331359,6
1,2,7,2,7,-0.0994896819115283,-0.1481023371053798,-0.01814530285253757,1,0.42722086719608154,"False","",0.36441806148760375,"False","",0.05436844986613032,0.20147330926452067,0.17183215454646739,7
1,2,7,2,8,0.031347605859826544,-0.029694692166710723,0.03955525357632528,1,0.42493135101049057,"False","",0.3909365226124418,"False","",-0.045121232045397974,0.053370972159140884,0.15368685169392982,8
1,2,7,2,9,0.006629688145753931,0.0037342037122938265,0.09872778147713746,1,0.43368372368643354,"False","",0.37869997990960325,"False","",-0.01377362618557143,0.02367627999243016,0.1932421052702551,9
1,2,7,2,10,0.05506858579970775,0.08097436273301195,-0.04946859500025114,1,0.42469421720922523,"False","",0.4175554409968651,"False","",-0.007143938039817499,0.027410483704723987,0.29196988674739255,10
1,2,7,2,11,0.013302432885030413,0.2485436497338318,-0.05686648407028039,1,0.44574051696630107,"False","",0.4034160547053321,"False","",0.04792464775989025,0.10838484643773594,0.2425012917471414,11
1,2,7,2,12,-0.10236742043220026,-0.13148229999263794,-0.08041154565845954,1,0.44662014351510715,"False","",0.37625723262278665,"False","",0.06122708064492066,0.35692849617156774,0.18563480767686102,12
1,2,7,2,13,-0.14562355797361626,-0.10147103322282813,0.016186713943986186,1,0.4271474169636828,"False","",0.38823276740050416,"False","",-0.0411403397872796,0.2254461961789298,0.10522326201840149,13
1,2,7,2,14,-0.03615767020735383,-0.05139441138463319,-0.1385894494647648,1,0.41707776966830346,"False","",0.39807865407622506,"False","",-0.18676389776089586,0.12397516295610167,0.12140997596238767,14
1,2,7,2,15,0.29091880143089455,-0.048907251466312474,-0.1402360655199657,1,0.41111443067079234,"False","",0.35913502319910645,"False","",-0.2229215679682497,0.07258075157146848,-0.01717947350237714,15
1,2,7,2,16,-0.01621701966333866,-0.17817556400106316,-0.05397523380036651,1,0.4751883527241867,"False","",0.35757719650694775,"False","",0.06799723346264486,0.02367350010515601,-0.15741553902234284,16
1,2,7,2,17,0.037784764459077635,0.09541163465341729,0.05670250785192321,1,0.4166251348982364,"False","",0.37942195073124024,"False","",0.051780213799306196,-0.15450206389590715,-0.21139077282270935,17
1,2,7,2,18,0.01466028740498082,-0.13473425027991404,-0.15159308650606818,1,0.42035702373176975,"False","",0.36227760930377295,"False","",0.08956497825838383,-0.05909042924248986,-0.15468826497078614,18
1,2,7,2,19,0.06794505330332434,-0.1357095740513321,-0.05908792102777394,1,0.4285860907059087,"False","",0.3715126536857053,"False","",0.10422526566336465,-0.1938246795224039,-0.3062813514768543,19
1,2,7,2,20,-0.03852059756720827,-0.028955579971904122,0.0245312383203784,1,0.4214810524675082,"False","",0.3706666072626848,"False","",0.172170318966689,-0.329534253573736,-0.36536927250462825,20
1,2,7,2,21,-0.07557374390442995,0.0014670045089912875,0.11821134813483658,1,0.4397000387877229,"False","",0.3656772754451281,"False","",0.13364972139948073,-0.3584898335456401,-0.34083803418424985,21
1,2,7,2,22,0.05402596070998911,0.2796400758215327,0.00232140502299516,1,0.4474658109513164,"False","",0.37548137199546056,"False","",0.05807597749505078,-0.35702282903664884,-0.22262668604941327,22
