condition,Cell index,KT pairs,KT,path,ch1meanxch2meanxch1meanych2meanych1SDx,,,,,ch2SDx,ch1SDy,ch2SDy,ch1tail,ch2tail,ch1maxtail,ch2maxtailch1lefttailcount,ch1lefttailcount,ch1righttailcount,ch2lefttailcount,ch2righttailcount,sdxymovementdata,sistersdxymovementdata,meanspeeddata,meanspeedsisterdata,sdspeeddata,sdspeedsisterdata,sdkkdistance,meankkdistance
2,8,2,1,"D:\combine0802\tsa\newfolder(2,1) - new\ch1\17.-5\Path from Track_17 to Track_17.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\17.-5_(+-1)_NewResult_0908XYnew.csv",0.247638017,0.266378814,0.207068672,0.204676924,0.028880045,0.026658764,0.017183391,0.020156102,TRUE,TRUE,-0.426649953,0.293955561,2,1,3,4,0.448075159,0.364969592,0.123976498,0.137773679,0.07029297,0.090951148,0.152046183,2.29210058
2,8,2,2,"D:\combine0802\tsa\newfolder(2,1) - new\ch1\17.-5\Path from Track_5 to Track_5.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\17.-5_(+-1)_NewResult_0908XYnew.csv",0.186687669,0.188299899,0.199741324,0.200115891,0.007690975,0.00947176,0.00804362,0.009758478,FALSE,FALSE,0,0,0,0,0,0,0.364969592,0.448075159,0.137773679,0.123976498,0.090951148,0.07029297,0.152046183,2.29210058
2,8,3,1,"D:\combine0802\tsa\newfolder(2,1) - new\ch1\18.-6\Path from Track_18 to Track_18.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\18.-6_(+-1)_NewResult_0908XYnew.csv",0.294916225,0.278622431,0.235207662,0.236064767,0.03234566,0.032682101,0.035070352,0.043376642,TRUE,TRUE,0.455523888,0.308437447,4,10,5,5,0.874846292,0.738657435,0.129710119,0.148643619,0.077086367,0.07638553,0.410014813,2.615377934
2,8,3,2,"D:\combine0802\tsa\newfolder(2,1) - new\ch1\18.-6\Path from Track_6 to Track_6.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\18.-6_(+-1)_NewResult_0908XYnew.csv",0.192301062,0.190147165,0.233146914,0.231561992,0.013975627,0.015208166,0.017602824,0.021142542,TRUE,FALSE,-0.442066128,0,13,0,0,0,0.738657435,0.874846292,0.148643619,0.129710119,0.07638553,0.077086367,0.410014813,2.615377934
2,8,4,1,"D:\combine0802\tsa\newfolder(2,1) - new\ch1\4.-15\Path from Track_15 to Track_15.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\4.-15_(+-1)_NewResult_0908XYnew.csv",0.192004762,0.212574893,0.201725723,0.196717233,0.011849244,0.012907657,0.009117604,0.009850381,TRUE,TRUE,0.3324938,0.325765941,2,1,0,2,1.071251497,1.143797988,0.123244781,0.123781437,0.069521612,0.089748619,0.116045831,2.22509215
2,8,4,2,"D:\combine0802\tsa\newfolder(2,1) - new\ch1\4.-15\Path from Track_4 to Track_4.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\4.-15_(+-1)_NewResult_0908XYnew.csv",0.196304799,0.217649244,0.229284345,0.237153814,0.023283586,0.039181167,0.024030319,0.026468644,FALSE,TRUE,0,0.362278133,0,0,1,2,1.143797988,1.071251497,0.123781437,0.123244781,0.089748619,0.069521612,0.116045831,2.22509215
2,8,5,1,"D:\combine0802\tsa\newfolder(2,1) - new\ch1\9.-13\Path from Track_13 to Track_13.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\9.-13_(+-1)_NewResult_0908XYnew.csv",0.223725114,0.230758394,0.211578089,0.204832646,0.022148223,0.025012212,0.011452358,0.011988473,FALSE,TRUE,0,0.288287886,0,0,4,7,1.028645915,1.088141297,0.1374609,0.136797859,0.071757927,0.082422635,0.135608252,2.427905778
2,8,5,2,"D:\combine0802\tsa\newfolder(2,1) - new\ch1\9.-13\Path from Track_9 to Track_9.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\9.-13_(+-1)_NewResult_0908XYnew.csv",0.202460783,0.216511765,0.210557827,0.214913522,0.012584358,0.021231916,0.011396396,0.017731923,TRUE,TRUE,-0.379231649,0.213234029,1,0,0,3,1.088141297,1.028645915,0.136797859,0.1374609,0.082422635,0.071757927,0.135608252,2.427905778
2,9,1,1,"D:\combine0802\tsa\newfolder(2,1) - new (2)\ch1\0.-1\Path from Track_0 to Track_0.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\0.-1_(+-1)_NewResult_0908XYnew.csv",0.220673666,0.212328399,0.1986338,0.192522694,0.013680862,0.011488191,0.014129886,0.012620038,FALSE,FALSE,0,0,0,0,0,0,0.442974189,0.744202472,0.192355751,0.149294315,0.10877474,0.07887499,0.366215154,2.36337765
2,9,1,2,"D:\combine0802\tsa\newfolder(2,1) - new (2)\ch1\0.-1\Path from Track_1 to Track_1.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\0.-1_(+-1)_NewResult_0908XYnew.csv",0.228466546,0.228250168,0.212403441,0.209002274,0.028335298,0.023932675,0.018799231,0.015877931,TRUE,TRUE,-0.265081254,0.262967848,2,0,0,2,0.744202472,0.442974189,0.149294315,0.192355751,0.07887499,0.10877474,0.366215154,2.36337765
2,9,2,2,"D:\combine0802\tsa\newfolder(2,1) - new (2)\ch1\10.-9\Path from Track_9 to Track_9.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\10.-9_(+-1)_NewResult_0908XYnew.csv",0.219562894,0.214595441,0.230632936,0.211383167,0.013996085,0.017111512,0.018453781,0.016809104,FALSE,TRUE,0,0.186966275,0,0,0,1,1.575259055,0.973669526,0.213839865,0.16705732,0.111450865,0.078744477,0.35953238,3.347869806
2,9,3,1,"D:\combine0802\tsa\newfolder(2,1) - new (2)\ch1\11.-5\Path from Track_11 to Track_11.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\11.-5_(+-1)_NewResult_0908XYnew.csv",0.225573045,0.21391374,0.24829827,0.233188178,0.021563999,0.017012381,0.024709008,0.026099395,FALSE,TRUE,0,0.185501202,0,0,0,1,0.500689265,0.80006,0.159700986,0.136977732,0.108466229,0.079407832,0.279131513,2.988472434
2,9,3,2,"D:\combine0802\tsa\newfolder(2,1) - new (2)\ch1\11.-5\Path from Track_5 to Track_5.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\11.-5_(+-1)_NewResult_0908XYnew.csv",0.304779061,0.286292914,0.222461295,0.219135945,0.049496131,0.049671265,0.028676225,0.029767078,TRUE,TRUE,0.395343485,0.36848264,2,30,4,14,0.80006,0.500689265,0.136977732,0.159700986,0.079407832,0.108466229,0.279131513,2.988472434
2,9,5,1,"D:\combine0802\tsa\newfolder(2,1) - new (2)\ch1\4.-6\Path from Track_4 to Track_4.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\4.-6_(+-1)_NewResult_0908XYnew.csv",0.220088379,0.228558028,0.202489612,0.20385878,0.016290388,0.019087873,0.014780016,0.017898552,FALSE,FALSE,0,0,0,0,0,0,1.237835814,1.308822234,0.199820714,0.172437937,0.105084971,0.076141021,0.243216761,2.570755436
2,9,5,2,"D:\combine0802\tsa\newfolder(2,1) - new (2)\ch1\4.-6\Path from Track_6 to Track_6.tifcroppedimages\(+-1)\newXYnew\DateObject[{2023, 9, 10}, Day]0908resultXYnew\newMethod\4.-6_(+-1)_NewResult_0908XYnew.csv",0.242814918,0.220901198,0.234188031,0.213212624,0.027104745,0.02292129,0.018576995,0.022556975,FALSE,FALSE,0,0,0,0,0,0,1.308822234,1.237835814,0.172437937,0.199820714,0.076141021,0.105084971,0.243216761,2.570755436
